year,state,state_name,county_fips,county_name,tract_count,total_population,total_adult_population,measure_id,measure_key,measure,estimate,ci_lower,ci_upper
2023,IN,Indiana,14065,County 065,71,16401,12191,BPHIGH,high_blood_pressure,High blood pressure,36.4,30.7,42.2
2023,IN,Indiana,14065,County 065,71,16401,12191,ACCESS2,lack_health_insurance,Lack of health insurance,14,5.9,22.1
2023,IN,Indiana,14065,County 065,71,16401,12191,OBESITY,obesity,Obesity,36.5,28.4,44.6
2023,IN,Indiana,14065,County 065,71,16401,12191,LPA,physical_inactivity,Physical inactivity,27.5,20.8,34.1
2023,IN,Indiana,14110,County 110,2,86084,61492,CSMOKING,current_smoking,Current smoking,6.7,1.1,12.4
2023,IN,Indiana,14110,County 110,2,86084,61492,DIABETES,diabetes,Diabetes,3.5,0,8.2
2023,IN,Indiana,14110,County 110,2,86084,61492,MHLTH,frequent_mental_distress,Frequent mental distress,7.6,3.1,12.1
2023,IN,Indiana,14110,County 110,2,86084,61492,BPHIGH,high_blood_pressure,High blood pressure,19.8,17.6,21.9
2023,IN,Indiana,14110,County 110,2,86084,61492,ACCESS2,lack_health_insurance,Lack of health insurance,3.3,0,9
2023,IN,Indiana,14110,County 110,2,86084,61492,OBESITY,obesity,Obesity,25.1,20.3,29.9
2023,IN,Indiana,14110,County 110,2,86084,61492,LPA,physical_inactivity,Physical inactivity,18.1,12.3,23.9
2023,IN,Indiana,14121,County 121,14,77262,58765,CSMOKING,current_smoking,Current smoking,19.2,14.5,23.9
2023,IN,Indiana,14121,County 121,14,77262,58765,DIABETES,diabetes,Diabetes,12,8.8,15.1
2023,IN,Indiana,14121,County 121,14,77262,58765,MHLTH,frequent_mental_distress,Frequent mental distress,13.7,8.8,18.5
2023,IN,Indiana,14121,County 121,14,77262,58765,BPHIGH,high_blood_pressure,High blood pressure,38.6,35,42.1
2023,IN,Indiana,14121,County 121,14,77262,58765,ACCESS2,lack_health_insurance,Lack of health insurance,18.4,14.3,22.5
2023,IN,Indiana,14121,County 121,14,77262,58765,OBESITY,obesity,Obesity,39.9,34.4,45.4
2023,IN,Indiana,14121,County 121,14,77262,58765,LPA,physical_inactivity,Physical inactivity,27.1,24.8,29.5
2023,IN,Indiana,14156,County 156,38,134413,111815,CSMOKING,current_smoking,Current smoking,9.9,5,14.7
2023,IN,Indiana,14156,County 156,38,134413,111815,DIABETES,diabetes,Diabetes,5.2,0,10.6
2023,IN,Indiana,14156,County 156,38,134413,111815,MHLTH,frequent_mental_distress,Frequent mental distress,15.3,11.4,19.3
2023,IN,Indiana,14156,County 156,38,134413,111815,BPHIGH,high_blood_pressure,High blood pressure,28.1,26.2,30
2023,IN,Indiana,14156,County 156,38,134413,111815,ACCESS2,lack_health_insurance,Lack of health insurance,8.2,5.3,11
2023,IN,Indiana,14156,County 156,38,134413,111815,OBESITY,obesity,Obesity,29.2,24,34.3
2023,IN,Indiana,14156,County 156,38,134413,111815,LPA,physical_inactivity,Physical inactivity,21.9,18.9,25
2023,IN,Indiana,14165,County 165,42,357500,299263,CSMOKING,current_smoking,Current smoking,14.2,9.9,18.4
2023,IN,Indiana,14165,County 165,42,357500,299263,DIABETES,diabetes,Diabetes,14.8,12.1,17.4
2023,IN,Indiana,14165,County 165,42,357500,299263,MHLTH,frequent_mental_distress,Frequent mental distress,13.3,9.4,17.2
2023,IN,Indiana,14165,County 165,42,357500,299263,BPHIGH,high_blood_pressure,High blood pressure,31.3,26.5,36.1
2023,IN,Indiana,14165,County 165,42,357500,299263,ACCESS2,lack_health_insurance,Lack of health insurance,10.2,7.7,12.7
2023,IN,Indiana,14165,County 165,42,357500,299263,OBESITY,obesity,Obesity,36.5,32.3,40.8
2023,IN,Indiana,14165,County 165,42,357500,299263,LPA,physical_inactivity,Physical inactivity,28.9,23.7,34.1
2023,IN,Indiana,14168,County 168,20,9138,6324,CSMOKING,current_smoking,Current smoking,13.4,3,23.7
2023,IN,Indiana,14168,County 168,20,9138,6324,DIABETES,diabetes,Diabetes,11.7,1.1,22.4
2023,IN,Indiana,14168,County 168,20,9138,6324,MHLTH,frequent_mental_distress,Frequent mental distress,10.3,1.6,19
2023,IN,Indiana,14168,County 168,20,9138,6324,BPHIGH,high_blood_pressure,High blood pressure,34.6,26.8,42.4
2023,IN,Indiana,14168,County 168,20,9138,6324,ACCESS2,lack_health_insurance,Lack of health insurance,7,0,16.1
2023,IN,Indiana,14168,County 168,20,9138,6324,OBESITY,obesity,Obesity,29.4,18.4,40.5
2023,IN,Indiana,14168,County 168,20,9138,6324,LPA,physical_inactivity,Physical inactivity,25.9,15.8,36
2023,IN,Indiana,14221,County 221,43,160304,118777,CSMOKING,current_smoking,Current smoking,13,9.5,16.6
2023,IN,Indiana,14221,County 221,43,160304,118777,DIABETES,diabetes,Diabetes,13.8,8.8,18.8
2023,IN,Indiana,14221,County 221,43,160304,118777,MHLTH,frequent_mental_distress,Frequent mental distress,11.7,9.8,13.6
2023,IN,Indiana,14221,County 221,43,160304,118777,BPHIGH,high_blood_pressure,High blood pressure,28,24.1,31.8
2023,IN,Indiana,14221,County 221,43,160304,118777,ACCESS2,lack_health_insurance,Lack of health insurance,7.1,2.2,12
2023,IN,Indiana,14221,County 221,43,160304,118777,OBESITY,obesity,Obesity,26.7,24.2,29.2
2023,IN,Indiana,14221,County 221,43,160304,118777,LPA,physical_inactivity,Physical inactivity,24,20.6,27.5
2023,IN,Indiana,14263,County 263,23,93250,66718,CSMOKING,current_smoking,Current smoking,12.7,7.6,17.8
2023,IN,Indiana,14263,County 263,23,93250,66718,DIABETES,diabetes,Diabetes,5.6,3.2,8.1
2023,IN,Indiana,14263,County 263,23,93250,66718,MHLTH,frequent_mental_distress,Frequent mental distress,16.8,10.8,22.7
2023,IN,Indiana,14263,County 263,23,93250,66718,BPHIGH,high_blood_pressure,High blood pressure,29.4,25.3,33.4
2023,IN,Indiana,14263,County 263,23,93250,66718,ACCESS2,lack_health_insurance,Lack of health insurance,10.3,8.2,12.3
2023,IN,Indiana,14263,County 263,23,93250,66718,OBESITY,obesity,Obesity,29,25,33.1
2023,IN,Indiana,14263,County 263,23,93250,66718,LPA,physical_inactivity,Physical inactivity,26.3,21.2,31.3
2023,IN,Indiana,14266,County 266,36,31432,25880,CSMOKING,current_smoking,Current smoking,15.4,10.8,20
2023,IN,Indiana,14266,County 266,36,31432,25880,DIABETES,diabetes,Diabetes,10.2,7.2,13.1
2023,IN,Indiana,14266,County 266,36,31432,25880,MHLTH,frequent_mental_distress,Frequent mental distress,9,5.8,12.2
2023,IN,Indiana,14266,County 266,36,31432,25880,BPHIGH,high_blood_pressure,High blood pressure,23.9,20.6,27.2
2023,IN,Indiana,14266,County 266,36,31432,25880,ACCESS2,lack_health_insurance,Lack of health insurance,8.6,4.9,12.3
2023,IN,Indiana,14266,County 266,36,31432,25880,OBESITY,obesity,Obesity,31.4,25.3,37.5
2023,IN,Indiana,14266,County 266,36,31432,25880,LPA,physical_inactivity,Physical inactivity,22.2,17.7,26.7
2023,IN,Indiana,14302,County 302,3,9625,7659,CSMOKING,current_smoking,Current smoking,14,6.3,21.8
2023,IN,Indiana,14302,County 302,3,9625,7659,DIABETES,diabetes,Diabetes,10.6,1.8,19.4
2023,IN,Indiana,14302,County 302,3,9625,7659,MHLTH,frequent_mental_distress,Frequent mental distress,20,12.5,27.5
2023,IN,Indiana,14302,County 302,3,9625,7659,BPHIGH,high_blood_pressure,High blood pressure,26,16.3,35.7
2023,IN,Indiana,14302,County 302,3,9625,7659,ACCESS2,lack_health_insurance,Lack of health insurance,11.3,2.8,19.9
2023,IN,Indiana,14302,County 302,3,9625,7659,OBESITY,obesity,Obesity,30.8,22.6,39.1
2023,IN,Indiana,14302,County 302,3,9625,7659,LPA,physical_inactivity,Physical inactivity,28.5,20.9,36.2
2023,IN,Indiana,14336,County 336,69,63084,43816,CSMOKING,current_smoking,Current smoking,16.3,10.6,22.1
2023,IN,Indiana,14336,County 336,69,63084,43816,DIABETES,diabetes,Diabetes,9,3.8,14.2
2023,IN,Indiana,14336,County 336,69,63084,43816,MHLTH,frequent_mental_distress,Frequent mental distress,20.5,17.5,23.4
2023,IN,Indiana,14336,County 336,69,63084,43816,BPHIGH,high_blood_pressure,High blood pressure,27,21.9,32.1
2023,IN,Indiana,14336,County 336,69,63084,43816,ACCESS2,lack_health_insurance,Lack of health insurance,14.4,10.9,17.9
2023,IN,Indiana,14336,County 336,69,63084,43816,OBESITY,obesity,Obesity,34.5,29.4,39.7
2023,IN,Indiana,14336,County 336,69,63084,43816,LPA,physical_inactivity,Physical inactivity,28.2,22.6,33.8
2023,IN,Indiana,14350,County 350,72,94414,64496,CSMOKING,current_smoking,Current smoking,13.4,9.9,16.9
2023,IN,Indiana,14350,County 350,72,94414,64496,DIABETES,diabetes,Diabetes,1.6,0,6.6
2023,IN,Indiana,14350,County 350,72,94414,64496,MHLTH,frequent_mental_distress,Frequent mental distress,8.8,4.3,13.3
2023,IN,Indiana,14350,County 350,72,94414,64496,BPHIGH,high_blood_pressure,High blood pressure,26.5,21,32
2023,IN,Indiana,14350,County 350,72,94414,64496,ACCESS2,lack_health_insurance,Lack of health insurance,4.8,2.5,7
2023,IN,Indiana,14350,County 350,72,94414,64496,OBESITY,obesity,Obesity,33.1,30.4,35.9
2023,IN,Indiana,14350,County 350,72,94414,64496,LPA,physical_inactivity,Physical inactivity,18.1,14,22.2
2023,IN,Indiana,14446,County 446,47,288361,226919,CSMOKING,current_smoking,Current smoking,14.8,12.3,17.4
2023,IN,Indiana,14446,County 446,47,288361,226919,DIABETES,diabetes,Diabetes,8.9,4,13.7
2023,IN,Indiana,14446,County 446,47,288361,226919,MHLTH,frequent_mental_distress,Frequent mental distress,11.6,8.8,14.4
2023,IN,Indiana,14446,County 446,47,288361,226919,BPHIGH,high_blood_pressure,High blood pressure,28,25.3,30.7
2023,IN,Indiana,14446,County 446,47,288361,226919,ACCESS2,lack_health_insurance,Lack of health insurance,10.8,5.4,16.1
2023,IN,Indiana,14446,County 446,47,288361,226919,OBESITY,obesity,Obesity,31.3,28.3,34.4
2023,IN,Indiana,14446,County 446,47,288361,226919,LPA,physical_inactivity,Physical inactivity,19,13.5,24.5
2023,IN,Indiana,14448,County 448,20,27765,23002,CSMOKING,current_smoking,Current smoking,11.5,7,16
2023,IN,Indiana,14448,County 448,20,27765,23002,DIABETES,diabetes,Diabetes,14.6,10.6,18.5
2023,IN,Indiana,14448,County 448,20,27765,23002,MHLTH,frequent_mental_distress,Frequent mental distress,16.4,10.9,21.9
2023,IN,Indiana,14448,County 448,20,27765,23002,BPHIGH,high_blood_pressure,High blood pressure,27,21.6,32.4
2023,IN,Indiana,14448,County 448,20,27765,23002,ACCESS2,lack_health_insurance,Lack of health insurance,10.9,6,15.8
2023,IN,Indiana,14448,County 448,20,27765,23002,OBESITY,obesity,Obesity,33.2,26.6,39.8
2023,IN,Indiana,14448,County 448,20,27765,23002,LPA,physical_inactivity,Physical inactivity,27.8,20.9,34.8
2023,IN,Indiana,14501,County 501,17,52985,41472,CSMOKING,current_smoking,Current smoking,9.4,7,11.7
2023,IN,Indiana,14501,County 501,17,52985,41472,DIABETES,diabetes,Diabetes,8.4,5.3,11.4
2023,IN,Indiana,14501,County 501,17,52985,41472,MHLTH,frequent_mental_distress,Frequent mental distress,18.3,15.7,20.9
2023,IN,Indiana,14501,County 501,17,52985,41472,BPHIGH,high_blood_pressure,High blood pressure,33.2,29.4,37
2023,IN,Indiana,14501,County 501,17,52985,41472,ACCESS2,lack_health_insurance,Lack of health insurance,6.1,0.9,11.3
2023,IN,Indiana,14501,County 501,17,52985,41472,OBESITY,obesity,Obesity,39.3,36.2,42.5
2023,IN,Indiana,14501,County 501,17,52985,41472,LPA,physical_inactivity,Physical inactivity,26.8,22.2,31.4
2023,IN,Indiana,14516,County 516,59,263300,204064,CSMOKING,current_smoking,Current smoking,15.4,13.3,17.5
2023,IN,Indiana,14516,County 516,59,263300,204064,DIABETES,diabetes,Diabetes,10.5,7.4,13.5
2023,IN,Indiana,14516,County 516,59,263300,204064,MHLTH,frequent_mental_distress,Frequent mental distress,22.2,19.8,24.6
2023,IN,Indiana,14516,County 516,59,263300,204064,BPHIGH,high_blood_pressure,High blood pressure,31.4,26.7,36.2
2023,IN,Indiana,14516,County 516,59,263300,204064,ACCESS2,lack_health_insurance,Lack of health insurance,15.2,12.2,18.3
2023,IN,Indiana,14516,County 516,59,263300,204064,OBESITY,obesity,Obesity,38.1,33.6,42.5
2023,IN,Indiana,14516,County 516,59,263300,204064,LPA,physical_inactivity,Physical inactivity,23.8,20.3,27.3
2023,KS,Kansas,16020,County 020,57,871819,677049,CSMOKING,current_smoking,Current smoking,22.7,18.4,26.9
2023,KS,Kansas,16020,County 020,57,871819,677049,DIABETES,diabetes,Diabetes,10.8,8.7,13
2023,KS,Kansas,16020,County 020,57,871819,677049,MHLTH,frequent_mental_distress,Frequent mental distress,19.8,17.8,21.8
2023,KS,Kansas,16020,County 020,57,871819,677049,BPHIGH,high_blood_pressure,High blood pressure,28.9,24.6,33.2
2023,KS,Kansas,16020,County 020,57,871819,677049,ACCESS2,lack_health_insurance,Lack of health insurance,14.8,9.8,19.8
2023,KS,Kansas,16020,County 020,57,871819,677049,OBESITY,obesity,Obesity,38.8,36.2,41.5
2023,KS,Kansas,16020,County 020,57,871819,677049,LPA,physical_inactivity,Physical inactivity,27.2,21.6,32.7
2023,KS,Kansas,16080,County 080,77,149964,107589,CSMOKING,current_smoking,Current smoking,19.3,14.7,23.9
2023,KS,Kansas,16080,County 080,77,149964,107589,DIABETES,diabetes,Diabetes,9.2,5,13.5
2023,KS,Kansas,16080,County 080,77,149964,107589,MHLTH,frequent_mental_distress,Frequent mental distress,22.1,18.1,26
2023,KS,Kansas,16080,County 080,77,149964,107589,BPHIGH,high_blood_pressure,High blood pressure,36.7,32.3,41
2023,KS,Kansas,16080,County 080,77,149964,107589,ACCESS2,lack_health_insurance,Lack of health insurance,15.6,12,19.3
2023,KS,Kansas,16080,County 080,77,149964,107589,OBESITY,obesity,Obesity,32.5,30.5,34.4
2023,KS,Kansas,16080,County 080,77,149964,107589,LPA,physical_inactivity,Physical inactivity,27.7,24.7,30.8
2023,KS,Kansas,16237,County 237,67,27940,22296,CSMOKING,current_smoking,Current smoking,14.1,11,17.3
2023,KS,Kansas,16237,County 237,67,27940,22296,DIABETES,diabetes,Diabetes,7.4,1.7,13.1
2023,KS,Kansas,16237,County 237,67,27940,22296,MHLTH,frequent_mental_distress,Frequent mental distress,18.8,12.1,25.5
2023,KS,Kansas,16237,County 237,67,27940,22296,BPHIGH,high_blood_pressure,High blood pressure,32.8,27.7,37.8
2023,KS,Kansas,16237,County 237,67,27940,22296,ACCESS2,lack_health_insurance,Lack of health insurance,14.3,10.2,18.5
2023,KS,Kansas,16237,County 237,67,27940,22296,OBESITY,obesity,Obesity,33.2,29.7,36.6
2023,KS,Kansas,16237,County 237,67,27940,22296,LPA,physical_inactivity,Physical inactivity,28,22.6,33.3
2023,KS,Kansas,16259,County 259,56,69637,48714,CSMOKING,current_smoking,Current smoking,18.7,13.9,23.4
2023,KS,Kansas,16259,County 259,56,69637,48714,DIABETES,diabetes,Diabetes,12.9,7.3,18.4
2023,KS,Kansas,16259,County 259,56,69637,48714,MHLTH,frequent_mental_distress,Frequent mental distress,20.4,16.8,24
2023,KS,Kansas,16259,County 259,56,69637,48714,BPHIGH,high_blood_pressure,High blood pressure,35.7,32,39.4
2023,KS,Kansas,16259,County 259,56,69637,48714,ACCESS2,lack_health_insurance,Lack of health insurance,14.6,9.1,20
2023,KS,Kansas,16259,County 259,56,69637,48714,OBESITY,obesity,Obesity,38,33.7,42.4
2023,KS,Kansas,16259,County 259,56,69637,48714,LPA,physical_inactivity,Physical inactivity,31.1,27,35.2
2023,KS,Kansas,16304,County 304,67,39349,31756,CSMOKING,current_smoking,Current smoking,14.4,10,18.7
2023,KS,Kansas,16304,County 304,67,39349,31756,DIABETES,diabetes,Diabetes,12.5,9.7,15.4
2023,KS,Kansas,16304,County 304,67,39349,31756,MHLTH,frequent_mental_distress,Frequent mental distress,23.2,16.7,29.6
2023,KS,Kansas,16304,County 304,67,39349,31756,BPHIGH,high_blood_pressure,High blood pressure,32.3,29.5,35
2023,KS,Kansas,16304,County 304,67,39349,31756,ACCESS2,lack_health_insurance,Lack of health insurance,16.1,11.8,20.4
2023,KS,Kansas,16304,County 304,67,39349,31756,OBESITY,obesity,Obesity,36.8,32.8,40.9
2023,KS,Kansas,16304,County 304,67,39349,31756,LPA,physical_inactivity,Physical inactivity,24.1,19.8,28.4
2023,KS,Kansas,16444,County 444,62,256331,189087,CSMOKING,current_smoking,Current smoking,15.8,13.2,18.5
2023,KS,Kansas,16444,County 444,62,256331,189087,DIABETES,diabetes,Diabetes,1.7,0,7.2
2023,KS,Kansas,16444,County 444,62,256331,189087,MHLTH,frequent_mental_distress,Frequent mental distress,10.5,7.4,13.5
2023,KS,Kansas,16444,County 444,62,256331,189087,BPHIGH,high_blood_pressure,High blood pressure,24,20.8,27.3
2023,KS,Kansas,16444,County 444,62,256331,189087,ACCESS2,lack_health_insurance,Lack of health insurance,12.2,6.6,17.8
2023,KS,Kansas,16444,County 444,62,256331,189087,OBESITY,obesity,Obesity,28.9,24.7,33
2023,KS,Kansas,16444,County 444,62,256331,189087,LPA,physical_inactivity,Physical inactivity,23.8,19.4,28.1
2023,KY,Kentucky,17066,County 066,51,27023,21408,CSMOKING,current_smoking,Current smoking,14.3,10.5,18.1
2023,KY,Kentucky,17066,County 066,51,27023,21408,DIABETES,diabetes,Diabetes,10.9,5.4,16.4
2023,KY,Kentucky,17066,County 066,51,27023,21408,MHLTH,frequent_mental_distress,Frequent mental distress,14.8,8.5,21.1
2023,KY,Kentucky,17066,County 066,51,27023,21408,BPHIGH,high_blood_pressure,High blood pressure,29.4,22.4,36.4
2023,KY,Kentucky,17066,County 066,51,27023,21408,ACCESS2,lack_health_insurance,Lack of health insurance,6.8,0.9,12.8
2023,KY,Kentucky,17066,County 066,51,27023,21408,OBESITY,obesity,Obesity,32,26.1,37.9
2023,KY,Kentucky,17066,County 066,51,27023,21408,LPA,physical_inactivity,Physical inactivity,23.8,18.5,29
2023,KY,Kentucky,17179,County 179,66,18476,13282,CSMOKING,current_smoking,Current smoking,8.2,2.6,13.8
2023,KY,Kentucky,17179,County 179,66,18476,13282,DIABETES,diabetes,Diabetes,3.8,0,9.6
2023,KY,Kentucky,17179,County 179,66,18476,13282,MHLTH,frequent_mental_distress,Frequent mental distress,11.6,7.5,15.8
2023,KY,Kentucky,17179,County 179,66,18476,13282,BPHIGH,high_blood_pressure,High blood pressure,35,27.3,42.7
2023,KY,Kentucky,17179,County 179,66,18476,13282,ACCESS2,lack_health_insurance,Lack of health insurance,10.8,2.7,18.9
2023,KY,Kentucky,17179,County 179,66,18476,13282,OBESITY,obesity,Obesity,35.6,29.1,42.2
2023,KY,Kentucky,17179,County 179,66,18476,13282,LPA,physical_inactivity,Physical inactivity,23.8,16.8,30.7
2023,KY,Kentucky,17180,County 180,44,27793,19703,CSMOKING,current_smoking,Current smoking,6.6,0.4,12.8
2023,KY,Kentucky,17180,County 180,44,27793,19703,DIABETES,diabetes,Diabetes,6.1,0.8,11.5
2023,KY,Kentucky,17180,County 180,44,27793,19703,MHLTH,frequent_mental_distress,Frequent mental distress,6.8,1.6,11.9
2023,KY,Kentucky,17180,County 180,44,27793,19703,BPHIGH,high_blood_pressure,High blood pressure,31.7,26.8,36.6
2023,KY,Kentucky,17180,County 180,44,27793,19703,ACCESS2,lack_health_insurance,Lack of health insurance,5.1,0,11.3
2023,KY,Kentucky,17180,County 180,44,27793,19703,OBESITY,obesity,Obesity,27.3,21.6,32.9
2023,KY,Kentucky,17180,County 180,44,27793,19703,LPA,physical_inactivity,Physical inactivity,16.6,12.2,21
2023,KY,Kentucky,17299,County 299,16,12752,10469,CSMOKING,current_smoking,Current smoking,13.7,6.6,20.8
2023,KY,Kentucky,17299,County 299,16,12752,10469,DIABETES,diabetes,Diabetes,7.3,1.8,12.8
2023,KY,Kentucky,17299,County 299,16,12752,10469,MHLTH,frequent_mental_distress,Frequent mental distress,13.5,6.2,20.7
2023,KY,Kentucky,17299,County 299,16,12752,10469,BPHIGH,high_blood_pressure,High blood pressure,25.5,20.3,30.7
2023,KY,Kentucky,17299,County 299,16,12752,10469,ACCESS2,lack_health_insurance,Lack of health insurance,6.3,0,13.4
2023,KY,Kentucky,17299,County 299,16,12752,10469,OBESITY,obesity,Obesity,28.9,23.7,34.1
2023,KY,Kentucky,17299,County 299,16,12752,10469,LPA,physical_inactivity,Physical inactivity,21.8,14.4,29.2
2023,KY,Kentucky,17351,County 351,16,392533,302022,CSMOKING,current_smoking,Current smoking,9.4,4,14.7
2023,KY,Kentucky,17351,County 351,16,392533,302022,DIABETES,diabetes,Diabetes,8.8,5.8,11.9
2023,KY,Kentucky,17351,County 351,16,392533,302022,MHLTH,frequent_mental_distress,Frequent mental distress,12.8,7.9,17.6
2023,KY,Kentucky,17351,County 351,16,392533,302022,BPHIGH,high_blood_pressure,High blood pressure,29.3,25.9,32.7
2023,KY,Kentucky,17351,County 351,16,392533,302022,ACCESS2,lack_health_insurance,Lack of health insurance,4.8,0,9.5
2023,KY,Kentucky,17351,County 351,16,392533,302022,OBESITY,obesity,Obesity,31.7,29.2,34.1
2023,KY,Kentucky,17351,County 351,16,392533,302022,LPA,physical_inactivity,Physical inactivity,23.2,20.6,25.8
2023,KY,Kentucky,17428,County 428,42,85486,64732,CSMOKING,current_smoking,Current smoking,17.6,11.8,23.3
2023,KY,Kentucky,17428,County 428,42,85486,64732,DIABETES,diabetes,Diabetes,7.7,2.6,12.9
2023,KY,Kentucky,17428,County 428,42,85486,64732,MHLTH,frequent_mental_distress,Frequent mental distress,17.1,14.3,20
2023,KY,Kentucky,17428,County 428,42,85486,64732,BPHIGH,high_blood_pressure,High blood pressure,33.5,29.5,37.5
2023,KY,Kentucky,17428,County 428,42,85486,64732,ACCESS2,lack_health_insurance,Lack of health insurance,11.1,7.3,14.8
2023,KY,Kentucky,17428,County 428,42,85486,64732,OBESITY,obesity,Obesity,34.5,29,39.9
2023,KY,Kentucky,17428,County 428,42,85486,64732,LPA,physical_inactivity,Physical inactivity,25.5,20.6,30.3
2023,KY,Kentucky,17465,County 465,64,20785,15491,CSMOKING,current_smoking,Current smoking,13.9,9.7,18.1
2023,KY,Kentucky,17465,County 465,64,20785,15491,DIABETES,diabetes,Diabetes,11.8,4.1,19.4
2023,KY,Kentucky,17465,County 465,64,20785,15491,MHLTH,frequent_mental_distress,Frequent mental distress,16.6,12.8,20.5
2023,KY,Kentucky,17465,County 465,64,20785,15491,BPHIGH,high_blood_pressure,High blood pressure,30.5,23.5,37.5
2023,KY,Kentucky,17465,County 465,64,20785,15491,ACCESS2,lack_health_insurance,Lack of health insurance,14.9,10.2,19.6
2023,KY,Kentucky,17465,County 465,64,20785,15491,OBESITY,obesity,Obesity,38.8,31.7,45.9
2023,KY,Kentucky,17465,County 465,64,20785,15491,LPA,physical_inactivity,Physical inactivity,32.6,27.1,38.2
2023,KY,Kentucky,17487,County 487,7,48990,34514,CSMOKING,current_smoking,Current smoking,12,6.7,17.3
2023,KY,Kentucky,17487,County 487,7,48990,34514,DIABETES,diabetes,Diabetes,12.1,8.3,16
2023,KY,Kentucky,17487,County 487,7,48990,34514,MHLTH,frequent_mental_distress,Frequent mental distress,13,6.8,19.1
2023,KY,Kentucky,17487,County 487,7,48990,34514,BPHIGH,high_blood_pressure,High blood pressure,32.5,26.4,38.5
2023,KY,Kentucky,17487,County 487,7,48990,34514,ACCESS2,lack_health_insurance,Lack of health insurance,12.8,9.5,16.1
2023,KY,Kentucky,17487,County 487,7,48990,34514,OBESITY,obesity,Obesity,37.2,33.8,40.6
2023,KY,Kentucky,17487,County 487,7,48990,34514,LPA,physical_inactivity,Physical inactivity,24.5,18.3,30.8
2023,LA,Louisiana,18023,County 023,23,251717,195995,CSMOKING,current_smoking,Current smoking,13.3,8.4,18.3
2023,LA,Louisiana,18023,County 023,23,251717,195995,DIABETES,diabetes,Diabetes,6.5,2.6,10.4
2023,LA,Louisiana,18023,County 023,23,251717,195995,MHLTH,frequent_mental_distress,Frequent mental distress,15.2,11.3,19.1
2023,LA,Louisiana,18023,County 023,23,251717,195995,BPHIGH,high_blood_pressure,High blood pressure,30.1,24.9,35.2
2023,LA,Louisiana,18023,County 023,23,251717,195995,ACCESS2,lack_health_insurance,Lack of health insurance,6.9,4.6,9.2
2023,LA,Louisiana,18023,County 023,23,251717,195995,OBESITY,obesity,Obesity,32.6,30.9,34.3
2023,LA,Louisiana,18023,County 023,23,251717,195995,LPA,physical_inactivity,Physical inactivity,26.1,21.9,30.3
2023,LA,Louisiana,18033,County 033,57,396480,318268,CSMOKING,current_smoking,Current smoking,15.6,12.9,18.2
2023,LA,Louisiana,18033,County 033,57,396480,318268,DIABETES,diabetes,Diabetes,7.2,4,10.4
2023,LA,Louisiana,18033,County 033,57,396480,318268,MHLTH,frequent_mental_distress,Frequent mental distress,12.3,8.1,16.5
2023,LA,Louisiana,18033,County 033,57,396480,318268,BPHIGH,high_blood_pressure,High blood pressure,23.6,18.1,29.1
2023,LA,Louisiana,18033,County 033,57,396480,318268,ACCESS2,lack_health_insurance,Lack of health insurance,8,4.3,11.6
2023,LA,Louisiana,18033,County 033,57,396480,318268,OBESITY,obesity,Obesity,25.3,21.6,29
2023,LA,Louisiana,18033,County 033,57,396480,318268,LPA,physical_inactivity,Physical inactivity,16.6,13.1,20.1
2023,LA,Louisiana,18041,County 041,33,25129,17757,CSMOKING,current_smoking,Current smoking,6,1.6,10.4
2023,LA,Louisiana,18041,County 041,33,25129,17757,DIABETES,diabetes,Diabetes,2.1,0,7.6
2023,LA,Louisiana,18041,County 041,33,25129,17757,MHLTH,frequent_mental_distress,Frequent mental distress,10.5,4.6,16.4
2023,LA,Louisiana,18041,County 041,33,25129,17757,BPHIGH,high_blood_pressure,High blood pressure,23.7,20,27.5
2023,LA,Louisiana,18041,County 041,33,25129,17757,ACCESS2,lack_health_insurance,Lack of health insurance,7.8,3.3,12.3
2023,LA,Louisiana,18041,County 041,33,25129,17757,OBESITY,obesity,Obesity,31.6,27.8,35.4
2023,LA,Louisiana,18041,County 041,33,25129,17757,LPA,physical_inactivity,Physical inactivity,25.2,20.3,30.1
2023,LA,Louisiana,18062,County 062,13,11897,9851,CSMOKING,current_smoking,Current smoking,23.1,17.7,28.5
2023,LA,Louisiana,18062,County 062,13,11897,9851,DIABETES,diabetes,Diabetes,15.5,8,23.1
2023,LA,Louisiana,18062,County 062,13,11897,9851,MHLTH,frequent_mental_distress,Frequent mental distress,16.9,11.5,22.2
2023,LA,Louisiana,18062,County 062,13,11897,9851,BPHIGH,high_blood_pressure,High blood pressure,30.8,24.4,37.3
2023,LA,Louisiana,18062,County 062,13,11897,9851,ACCESS2,lack_health_insurance,Lack of health insurance,10.2,4.5,15.9
2023,LA,Louisiana,18062,County 062,13,11897,9851,OBESITY,obesity,Obesity,36.3,27.5,45.2
2023,LA,Louisiana,18062,County 062,13,11897,9851,LPA,physical_inactivity,Physical inactivity,26,18.7,33.3
2023,LA,Louisiana,18081,County 081,19,139918,105591,CSMOKING,current_smoking,Current smoking,9.1,5.5,12.8
2023,LA,Louisiana,18081,County 081,19,139918,105591,DIABETES,diabetes,Diabetes,1,0,3.3
2023,LA,Louisiana,18081,County 081,19,139918,105591,MHLTH,frequent_mental_distress,Frequent mental distress,1.2,0,5.6
2023,LA,Louisiana,18081,County 081,19,139918,105591,BPHIGH,high_blood_pressure,High blood pressure,19.5,14,24.9
