season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2017-18,2017,7,National,33.7,59.4,31.3,48,42,23.5,27.3,52.9,26.7,44.7,34.9,19.3,40.1,66,35.9,51.3,49.2,27.6,4978,3733,3112,1383,4732,2586
2017-18,2017,7,Region 1,43.5,50.5,31.8,45.1,43,20.5,38.7,46.8,27.2,39.4,35.7,15.6,48.3,54.1,36.4,50.9,50.4,25.5,5467,3379,1604,364,4217,5420
2017-18,2017,7,Region 10,39.4,50.1,29.9,48.8,40.6,21.5,32.7,43.6,25,41.6,38.1,18.6,46.1,56.6,34.8,56,43.1,24.4,3362,5134,4187,550,4856,442
2017-18,2017,7,Region 2,41.6,59.2,33.2,44,46.8,26.5,35.3,55.8,28.2,40.1,42.5,22.5,47.9,62.6,38.1,47.8,51.2,30.5,3179,1727,1982,610,2049,1611
2017-18,2017,7,Region 3,39.2,52.4,28.8,50.2,38.4,28.7,33.2,46.3,23.8,46.3,32.9,25.5,45.1,58.5,33.8,54.2,43.9,31.9,4675,3875,4354,3702,4071,3466
2017-18,2017,7,Region 4,36.9,58.8,39.3,47.8,38,22,31.3,51.7,35.2,43.6,33.9,19.2,42.5,65.9,43.4,51.9,42,24.9,2889,3855,1601,1282,5453,606
2017-18,2017,7,Region 5,37.5,57.4,34.3,47.2,45.1,23.5,34.2,52.7,30,43.8,37.8,19.7,40.8,62,38.5,50.5,52.4,27.3,2351,3815,915,5324,3328,4481
2017-18,2017,7,Region 6,38.9,59.2,35.8,46.8,41.2,31.4,34.3,55.9,29.2,41.6,35.2,28.3,43.6,62.5,42.4,51.9,47.2,34.4,4735,1318,2172,4982,2409,254
2017-18,2017,7,Region 7,49.8,66,42.8,47.5,40.7,29.5,42.6,61.7,35.7,43.5,36.9,24.7,56.9,70.4,49.9,51.4,44.6,34.3,2448,5414,1972,3093,1878,1157
2017-18,2017,7,Region 8,41.8,57.7,39.4,41.9,43.6,26.2,38.9,52.6,34.4,39.2,38.9,22.8,44.8,62.8,44.3,44.7,48.4,29.5,3081,3086,5068,4140,3724,804
2017-18,2017,7,Region 9,33.5,57.7,38.6,47.2,39.2,31.6,30.7,51.1,31.9,40.7,35.7,27.4,36.4,64.3,45.4,53.7,42.7,35.9,1858,5159,2372,950,1381,1828
2017-18,2017,8,National,42.6,62.4,40.7,48.8,44.7,34.5,37.6,57.4,34.5,44.2,41.5,29.6,47.6,67.3,46.9,53.4,48,39.3,4253,273,4819,3340,3527,649
2017-18,2017,8,Region 1,35.9,59.4,38.2,52,46.1,31.8,30.2,54.7,33.6,44.6,40.2,27.9,41.6,64,42.8,59.4,52.1,35.7,555,2174,3184,2312,2119,2316
2017-18,2017,8,Region 10,35,54.9,42.2,41.8,42.3,30.8,28.8,51.2,39.1,36.2,36.4,24.3,41.3,58.6,45.2,47.4,48.2,37.3,2766,2060,291,3578,763,3833
2017-18,2017,8,Region 2,44.2,60.4,31.4,50.1,49.2,24.9,39.5,56.5,24.7,46.7,43.5,19.3,48.8,64.2,38,53.5,54.8,30.5,4686,2525,2390,1620,2562,1965
2017-18,2017,8,Region 3,53.2,57.1,42.4,51.1,48.3,33.7,50.2,50.1,34.9,46.6,41,30.3,56.2,64.2,49.8,55.7,55.5,37,1349,3557,5213,3320,5053,714
2017-18,2017,8,Region 4,42.5,58,39.8,52.1,39.5,29.6,38.4,53.9,33.5,48.3,36.6,22.8,46.5,62.1,46.1,55.9,42.3,36.3,3178,2988,5167,1681,3169,2709
2017-18,2017,8,Region 5,46.1,59.3,43.4,51.2,48.4,24.9,40.6,56.7,39.9,45.1,41.2,21.5,51.6,61.9,46.9,57.4,55.6,28.4,1551,870,4295,5424,872,880
2017-18,2017,8,Region 6,41.3,59.7,33.6,53.1,49.4,36.1,34.6,52.5,29,49.2,46.6,31.9,48.1,67,38.2,56.9,52.1,40.4,4858,1378,2995,1940,5042,1599
2017-18,2017,8,Region 7,43.8,67.2,42.5,48.6,54.4,33,38.4,63.1,39.5,45.7,47.6,28.1,49.2,71.4,45.5,51.4,61.3,37.8,1746,2516,3955,3742,4643,5369
2017-18,2017,8,Region 8,39.9,72.3,37.2,45.2,46.2,27.3,35.6,67.1,32.9,41,41.9,21.8,44.3,77.6,41.6,49.3,50.4,32.8,1611,3193,2615,3947,1440,2516
2017-18,2017,8,Region 9,46.7,58.6,39.1,51.3,44.9,24.4,40.3,54.1,31.8,47.9,41.3,20.8,53.2,63.1,46.3,54.6,48.4,27.9,3576,5161,2973,2650,817,278
2017-18,2017,9,National,41.6,58,42.8,51.5,47.9,34.3,39,55.5,40.2,45.7,43.3,31.1,44.3,60.5,45.4,57.3,52.5,37.5,2553,2149,898,2401,4659,5305
2017-18,2017,9,Region 1,48.7,57.3,32.2,48,52.1,33.5,44,54.3,27.1,43.6,45.2,29.6,53.4,60.4,37.3,52.3,59,37.4,2490,4881,804,1155,752,3674
2017-18,2017,9,Region 10,35.8,63.3,35.1,51.3,43,28.4,29.8,58.2,27.7,48.5,37.2,24.5,41.8,68.4,42.5,54.2,48.7,32.3,3786,3289,2766,3549,577,995
2017-18,2017,9,Region 2,41.1,59.8,37.1,53,47.7,31.5,38.2,54,32.4,49.6,42.4,27,43.9,65.5,41.7,56.4,53,36,511,766,682,4619,4555,1495
2017-18,2017,9,Region 3,46.8,66.4,33.6,57.4,45.8,30.4,39.5,60.7,28.8,53.9,38.4,27.2,54.1,72.1,38.4,60.9,53.1,33.7,2792,944,2183,1631,1609,3513
2017-18,2017,9,Region 4,40,66.4,30.3,50.8,45.3,32.6,36.2,63.8,24.1,44.2,39.3,27.9,43.8,69.1,36.6,57.5,51.3,37.4,4363,1830,732,3073,3289,1617
2017-18,2017,9,Region 5,47.4,59.9,43.4,52.1,46.3,30.7,42.9,52.4,36.7,48,39.9,24,52,67.4,50.2,56.1,52.6,37.3,616,584,1107,2182,5004,4287
2017-18,2017,9,Region 6,44.8,60.6,42.9,52.4,46.2,28.6,41.4,54.7,39.9,46.3,39.6,25.1,48.2,66.5,45.9,58.5,52.8,32,454,1638,3152,4940,3758,4727
2017-18,2017,9,Region 7,46.6,60,35.9,54,44,32.7,40.1,55.8,28.8,50.4,39.5,27,53.2,64.1,42.9,57.5,48.5,38.5,2460,2542,800,1248,939,3473
2017-18,2017,9,Region 8,43.6,60.6,38.2,45.2,49.9,35.5,37.3,56.6,35.3,38,42.9,30.6,49.9,64.6,41.1,52.3,56.9,40.3,2949,2568,2481,4973,3790,3739
2017-18,2017,9,Region 9,52.8,65.7,38.5,47.3,53.2,32.1,49.6,62.2,33.7,42.8,46.7,28.8,55.9,69.2,43.4,51.7,59.6,35.5,5436,1981,834,3147,1740,5006
2017-18,2017,10,National,39.5,56.9,40.5,48.5,50.4,24.8,36.7,53.8,34.3,42.8,44.2,21.4,42.3,60,46.7,54.1,56.5,28.1,4049,3061,1261,1511,1219,1949
2017-18,2017,10,Region 1,39.9,60.8,39.9,57.3,48.5,28.9,35.3,54.5,34.9,54.5,43.8,22.8,44.4,67.1,44.9,60.1,53.2,35.1,4552,3707,2754,3709,2538,5476
2017-18,2017,10,Region 10,45.3,61.8,37.8,53.4,42.2,28.8,39.7,57,32.4,48.9,35.5,24.8,51,66.6,43.2,57.8,48.9,32.7,4906,1369,4724,3547,371,1281
2017-18,2017,10,Region 2,41.4,66.6,41.2,47.1,43.5,22.2,37.3,63.3,38,39.8,37.5,15,45.5,69.9,44.4,54.4,49.6,29.5,1574,3600,2177,530,5017,300
2017-18,2017,10,Region 3,51.8,60.8,39.9,53.3,51.6,29.4,47.1,57.7,34.3,48.5,46.5,26.2,56.5,64,45.5,58.1,56.7,32.6,4385,2097,1917,2509,2782,661
2017-18,2017,10,Region 4,33.7,55.7,40.3,43.3,47.2,31.4,26.6,48.2,36.3,40,43.7,25.9,40.9,63.2,44.3,46.6,50.7,36.9,4335,4117,4662,1876,2495,1698
2017-18,2017,10,Region 5,43.8,61.7,47,56.8,41,29,38.3,58,41.2,52.5,35.5,25.6,49.3,65.3,52.8,61,46.5,32.4,4370,3955,728,1788,4882,1869
2017-18,2017,10,Region 6,43.8,55.7,44.9,45.6,42.9,26.6,36.6,52.3,42,41.5,39.7,20.8,50.9,59.1,47.8,49.8,46.1,32.4,4776,672,5007,3619,4756,3148
2017-18,2017,10,Region 7,45.6,57.5,42.8,51.7,51.5,32.6,42.5,54.1,35.8,47.6,45.1,28.3,48.8,61,49.8,55.7,57.8,36.9,5426,2523,5043,4439,681,1102
2017-18,2017,10,Region 8,46.4,54.3,47.5,51,49.5,25.6,41.9,49.1,41.7,45.8,43.4,19.3,51,59.6,53.3,56.1,55.7,31.9,545,1660,2077,4157,4394,2613
2017-18,2017,10,Region 9,36.5,63.4,45.2,48.5,46.9,34.8,31.5,55.9,39.7,41.5,43.6,27.9,41.4,70.8,50.7,55.5,50.2,41.7,2287,794,2530,1900,1395,3991
2017-18,2017,11,National,41.9,59.9,32.9,46.6,45.5,34.5,35.4,56.2,25.8,40,39.7,29.8,48.4,63.7,39.9,53.2,51.2,39.2,539,1304,1680,1476,2615,5269
2017-18,2017,11,Region 1,47.1,60,36,48.6,38.2,29.4,40.6,56.1,33.3,45.2,33,24,53.5,63.8,38.7,52,43.5,34.8,4180,2624,2944,3085,388,5397
2017-18,2017,11,Region 10,48.1,59,37.7,55.3,44.1,34.8,45.2,52.6,32,48.9,38.4,30.9,51.1,65.3,43.5,61.8,49.9,38.6,4286,3609,3776,3323,4637,699
2017-18,2017,11,Region 2,45.6,62.7,36.1,51.3,41.7,29.6,40,58,31.6,44.2,37.8,24.9,51.2,67.3,40.6,58.3,45.5,34.2,3399,1558,1321,2590,4175,4713
2017-18,2017,11,Region 3,48.2,63.1,40.9,44.8,52,33.3,44.4,60.6,33.9,41.8,45.1,27.8,52,65.6,47.9,47.8,59,38.8,5292,821,2527,3584,1789,3029
2017-18,2017,11,Region 4,51.1,59.9,38.8,46.4,50.6,27.4,47.4,53.4,32.3,39.7,44.4,22,54.8,66.4,45.3,53.2,56.8,32.7,3110,2024,5384,2526,2409,5309
2017-18,2017,11,Region 5,45,65.1,40.5,51.7,43.1,34.1,38.8,61.2,34.1,48.2,40,30.6,51.2,69,46.9,55.2,46.2,37.6,1057,1554,2199,5377,3317,5445
2017-18,2017,11,Region 6,43.3,59.5,37.1,55.7,49.3,36.9,39.4,55.3,33.1,50.3,44.2,34.1,47.3,63.8,41.1,61.2,54.4,39.8,3138,3260,389,908,1468,3678
2017-18,2017,11,Region 7,43.7,66.5,45.2,50.8,44.3,27.5,38.7,62.4,41.5,44.6,41.4,21.4,48.7,70.7,49,56.9,47.1,33.5,5303,4246,2410,1358,2943,3155
2017-18,2017,11,Region 8,40.9,70.1,42.9,49.9,51.4,26.8,37.9,66.6,36.6,47.1,47.1,19.8,43.9,73.6,49.3,52.6,55.7,33.9,3422,760,4174,5296,4121,5168
2017-18,2017,11,Region 9,44.1,56.9,44,49.7,44.2,30,39.9,52.1,38.3,45.8,41.3,23.6,48.3,61.6,49.8,53.7,47.2,36.4,4989,1576,3050,3116,1710,470
2017-18,2017,12,National,49.7,60.7,38.3,50.2,42.9,25.7,43.5,58.2,33.3,46.8,35.5,20.6,55.9,63.3,43.4,53.6,50.4,30.8,1926,646,397,714,4567,3804
2017-18,2017,12,Region 1,36.2,55.1,44.6,50.1,45.5,35.5,29.6,51.5,39.7,45.1,42,29.1,42.7,58.8,49.5,55.2,49,41.8,4711,5134,1021,2280,2710,3827
2017-18,2017,12,Region 10,41.3,57.7,37.1,48.6,46.1,32.8,35.5,51.8,33.7,44.8,40,29.8,47.2,63.6,40.4,52.4,52.2,35.7,4597,3828,3543,3039,3566,4720
2017-18,2017,12,Region 2,48.4,51.3,32.3,49.9,43.4,30.7,45.7,47.8,25.9,43.9,38.5,26.4,51.1,54.8,38.8,55.9,48.3,35,2612,3623,458,2093,1282,5014
2017-18,2017,12,Region 3,41.5,68.6,36.4,50.2,47.6,32.5,36.5,63,30.9,44.9,40.2,30,46.5,74.2,42,55.4,54.9,35,3384,2278,2134,1054,1099,1960
2017-18,2017,12,Region 4,42.7,61.9,35.7,57,44,35.2,36.8,58.3,32.3,49.5,39.6,30.5,48.7,65.6,39.1,64.4,48.4,39.9,4418,4841,4206,3375,847,2512
2017-18,2017,12,Region 5,47.9,64.1,38.5,51.1,54.2,32,44.3,57.2,31.1,47.7,47.3,24.6,51.6,71,45.9,54.4,61.2,39.4,4976,1836,596,4297,1308,2725
2017-18,2017,12,Region 6,42.4,65.6,42.8,51.3,49.1,27.3,36.2,61.9,38.1,47.3,42.3,21.3,48.7,69.3,47.5,55.4,55.8,33.3,4044,5414,1740,4345,4208,617
2017-18,2017,12,Region 7,42.2,62.2,39.2,51.9,52.9,35.9,35.7,57.5,36.1,46,45.5,29.1,48.7,66.9,42.4,57.9,60.3,42.7,4208,3689,4247,3001,667,2241
2017-18,2017,12,Region 8,48.8,60.5,41.6,55.3,46.4,29.4,41.8,56.6,37.4,50.6,43.6,22.2,55.9,64.3,45.8,60.1,49.3,36.6,1525,3392,964,3704,4521,4091
2017-18,2017,12,Region 9,43.6,59.8,41.4,59.9,45.5,26,41,56.9,38.8,53.7,39.7,20.8,46.2,62.7,44,66.1,51.2,31.3,921,4346,1563,2967,1147,3906
2018-19,2018,1,National,18.6,32.6,8.2,15.1,22.8,1,11.4,28.5,4.9,11.6,17.4,0,25.8,36.7,11.5,18.6,28.2,6.8,3203,3356,2505,4197,1457,2372
2018-19,2018,1,Region 1,14,25.8,12.3,14.5,20.9,1,9.3,20.8,5.5,8.4,14.3,0,18.7,30.8,19.2,20.7,27.6,8.4,4649,5083,529,1035,1848,3879
2018-19,2018,1,Region 10,13.3,24.9,11.4,15.8,16.7,2.5,7.9,20.3,7.2,8.4,13.8,0,18.8,29.5,15.5,23.1,19.6,9.3,1820,3804,4378,2799,2483,3895
2018-19,2018,1,Region 2,11.7,31.5,1.2,17.6,18.5,2.5,6.4,24.2,0,11.2,14.7,0,17,38.8,7,24.1,22.2,9.6,4461,4959,3230,1287,4125,1979
2018-19,2018,1,Region 3,21.8,27.3,12.6,23.3,10.8,2.4,14.3,21.5,8,16.4,7.8,0,29.3,33,17.1,30.3,13.8,5.5,2926,5103,1164,5342,3139,770
2018-19,2018,1,Region 4,11.8,24.2,13.1,19.1,17.3,6.9,5.6,19,6.9,13.2,10.2,1,18,29.4,19.3,25,24.3,12.8,5339,3418,5038,1247,2375,5058
2018-19,2018,1,Region 5,12.6,28.9,7.3,28.4,18.6,1,7.2,25.1,4.1,24.3,12.3,0,17.9,32.7,10.4,32.4,24.9,6.7,5150,1726,4901,4178,2677,441
2018-19,2018,1,Region 6,11.4,35.9,11.2,23.1,13.3,2.2,8.6,30.3,4.1,20.1,8.6,0,14.3,41.4,18.3,26.1,18,8,2296,4264,2969,2010,843,3359
2018-19,2018,1,Region 7,18.4,32.6,6.6,24,18.9,2.6,12,29.3,2.9,20.1,13.8,0,24.9,35.9,10.4,27.8,24,8.9,4225,1393,2213,4051,1691,2620
2018-19,2018,1,Region 8,16.3,27.7,8.8,20,18.2,1.2,9,21.2,2.5,15.7,12.5,0,23.6,34.2,15.2,24.4,23.8,3.7,2811,4665,3840,1804,2718,3187
2018-19,2018,1,Region 9,17.6,29.1,6.6,19.2,18.7,5.5,13.7,25.9,0.7,12.2,12.1,0,21.4,32.3,12.6,26.2,25.2,11.7,3121,1496,4710,2750,1451,2276
2018-19,2018,2,National,6.8,33.7,11.5,28.2,22,9.4,2.5,26.8,4.4,25.4,16,3.9,11.1,40.5,18.6,31.1,27.9,14.8,4045,4280,2539,1116,4136,718
2018-19,2018,2,Region 1,14.7,42.6,11.4,23.1,21.1,2.5,10.5,38.6,8.6,17.6,14.7,0,18.9,46.6,14.1,28.6,27.5,9,2372,4236,2010,3704,1945,4995
2018-19,2018,2,Region 10,20.3,27.1,10.1,22.7,25.8,6.9,13.9,19.8,4.8,18.9,21.5,3.9,26.7,34.4,15.4,26.5,30,9.8,4950,3248,3431,661,4222,4198
2018-19,2018,2,Region 2,24,32.9,15.8,25.5,24.1,7.3,20.4,27.3,12.8,19.6,21.2,1.9,27.6,38.6,18.9,31.5,27,12.6,1866,5246,2906,283,4129,3121
2018-19,2018,2,Region 3,13.2,33.2,6.2,29.2,25.4,8.2,8.7,26.1,0,24.7,18.1,2.4,17.7,40.3,13.6,33.7,32.7,13.9,5213,452,1226,771,5177,1569
2018-19,2018,2,Region 4,13.2,37.2,7.1,23.5,18.9,5.6,8.8,31.4,2.4,17.8,15.6,1.5,17.6,43,11.8,29.1,22.1,9.8,432,1838,3813,817,5346,3141
2018-19,2018,2,Region 5,22.5,38,14.1,15.8,22.4,5.7,17.2,33.5,6.9,10.5,17.1,0.2,27.7,42.5,21.3,21.1,27.6,11.2,1415,4837,1709,4610,2858,2723
2018-19,2018,2,Region 6,27.2,37.8,20.8,28.6,22.4,1,20.1,32.2,17.5,25.2,17.7,0,34.2,43.4,24,31.9,27.2,6.2,2878,4884,2299,876,2805,5273
2018-19,2018,2,Region 7,16.5,34.6,17.6,22.5,24.5,4.4,13.7,27.9,12.8,16.9,21.9,0,19.3,41.3,22.4,28.2,27.1,10.6,2809,3966,2898,635,4446,1416
2018-19,2018,2,Region 8,22,32.3,10.8,16.9,22,11.5,17.2,29.6,5,9.8,15.5,7.4,26.7,35,16.5,23.9,28.5,15.6,3107,3933,784,5240,1247,3965
2018-19,2018,2,Region 9,24.7,33.5,10.4,22.9,23.8,8.5,19.9,28.8,7.7,19.6,16.3,1.1,29.5,38.1,13.1,26.3,31.2,16,4594,3480,1634,3524,1510,5059
2018-19,2018,3,National,25.7,45.6,16.8,30.3,22.3,10,23.1,40.3,9.3,26.8,15,4.7,28.3,50.9,24.3,33.9,29.6,15.3,2788,2988,4948,5341,5388,4564
2018-19,2018,3,Region 1,27.1,46.9,18.2,31.2,30,9.1,23.9,40.1,13.5,27.2,25.6,3.3,30.4,53.8,23,35.1,34.3,14.9,1733,2555,4977,4647,1212,4641
2018-19,2018,3,Region 10,26.7,35.3,18.3,21.4,25.9,11.9,20.9,31.4,13.2,16,19.8,5.4,32.4,39.2,23.5,26.9,32.1,18.4,2614,2053,1348,4248,342,4117
2018-19,2018,3,Region 2,27.3,42,12,24.7,17.8,13.2,24.8,35.1,8.2,18.5,12.4,6.2,29.8,48.8,15.7,30.8,23.1,20.1,3426,4364,1918,4780,1534,5081
2018-19,2018,3,Region 3,24.7,37.7,14.3,32.8,30.7,5.7,18.5,33,7.6,25.9,26.9,2.4,30.8,42.4,20.9,39.8,34.5,9.1,5041,1467,3761,1516,5116,2391
2018-19,2018,3,Region 4,28.5,33.7,18.2,20.1,25.4,16.8,23,28.2,14.5,15,22.6,10,34,39.3,22,25.2,28.2,23.6,1188,1930,1332,646,1514,982
2018-19,2018,3,Region 5,25.8,49,19,28,29.6,9,20.3,41.8,13.5,22.2,26.7,5.7,31.3,56.1,24.5,33.7,32.4,12.4,4181,4086,3583,3799,5007,2097
2018-19,2018,3,Region 6,27.6,41.5,20.5,31.9,23.4,11.7,24.1,36.1,16.7,27.3,20.4,8.9,31,46.8,24.3,36.4,26.5,14.5,3122,346,4007,5090,2325,5387
2018-19,2018,3,Region 7,23.6,38.8,20.8,37.6,22.7,6.4,18.1,32.5,16.2,30.2,16.5,3,29.2,45,25.4,45,28.8,9.7,1719,4947,5426,4471,4404,499
2018-19,2018,3,Region 8,19.5,42.1,20,24.9,21.6,11.1,15.7,38.6,16.1,18.4,17.6,4.4,23.3,45.6,24,31.5,25.7,17.8,3336,4926,2791,2898,5094,3318
2018-19,2018,3,Region 9,27.9,41.3,18.5,32.4,17.9,10.2,20.9,38.3,15.5,27.1,11.8,4.5,34.9,44.4,21.6,37.6,24.1,15.9,266,2044,1645,4894,3009,3151
2018-19,2018,4,National,27,48.3,18.2,36.3,32,11.7,22.2,41.9,15.5,30.4,29.2,6.2,31.7,54.7,20.9,42.1,34.7,17.3,1791,2807,1120,2606,2426,1531
2018-19,2018,4,Region 1,26.6,45.6,25.1,33.6,24.2,13.3,20.4,40.6,20.9,28.1,17,6,32.9,50.6,29.4,39.1,31.4,20.7,5319,2001,4867,3184,1316,1445
2018-19,2018,4,Region 10,29.3,51.4,19.4,30.5,32.2,14.4,23.2,45.9,15.2,27.6,27.9,11.7,35.3,56.9,23.5,33.4,36.5,17,2780,1578,5182,2420,660,4238
2018-19,2018,4,Region 2,18.8,38.6,24.1,35.1,33.5,19.8,12,34.8,18.4,30.1,26.7,16.5,25.7,42.3,29.8,40.1,40.4,23.2,561,2568,1272,3779,1216,1753
2018-19,2018,4,Region 3,26.1,39.9,24.6,39.3,35.4,17.4,23.2,32.5,21.7,34.2,30.8,14,29.1,47.4,27.6,44.4,39.9,20.8,4538,1825,1891,3433,1446,3139
2018-19,2018,4,Region 4,22.1,49.8,21.5,33.6,25.5,14.2,14.9,44.5,18.3,31,22.5,9.4,29.3,55,24.8,36.3,28.5,19,772,5249,3064,2770,289,4288
2018-19,2018,4,Region 5,32.7,50.1,20.9,36.7,32.4,10.5,26,43.2,13.9,31.1,29.6,4.3,39.4,57,28,42.2,35.3,16.7,3127,3359,425,1931,731,1902
2018-19,2018,4,Region 6,30.5,46.2,15.9,30.2,26.5,18.3,26.6,41.7,8.7,27.3,21.4,14.9,34.4,50.7,23.2,33.1,31.5,21.7,2765,4746,2888,4298,2270,1416
2018-19,2018,4,Region 7,24.3,46.7,20.7,35.4,36.5,15.7,19.5,41.6,16.1,29,32.4,11.5,29.2,51.9,25.3,41.8,40.6,19.9,3035,5338,3880,1467,4883,473
2018-19,2018,4,Region 8,34.1,47.4,30.5,32,32,6.8,28.3,41.4,26.7,29.2,25.4,3,39.8,53.3,34.3,34.9,38.6,10.6,3519,2437,1350,4746,4057,3888
2018-19,2018,4,Region 9,28.8,48.2,21.2,40.1,26.4,13.1,25.2,43.1,16.6,33.3,22.7,9,32.3,53.3,25.7,46.9,30.2,17.2,1287,1971,1538,4598,2541,3347
2018-19,2018,5,National,36.5,49.1,28.5,37.4,32,20.6,30.6,42.6,21.7,30.1,27.9,15.3,42.4,55.6,35.3,44.6,36.1,25.9,5262,2908,4311,2462,795,362
2018-19,2018,5,Region 1,31.9,46.7,27.2,33.6,25.7,17.5,28.8,41.4,21.2,29.3,22,14.6,35.1,51.9,33.2,37.9,29.4,20.4,4391,3648,2674,3884,3260,1568
2018-19,2018,5,Region 10,25.6,44.4,31.2,36.9,34.8,14.1,18.8,38.7,26.8,32.3,32.2,10.9,32.3,50,35.6,41.6,37.4,17.4,3823,3488,4748,4509,4190,1176
2018-19,2018,5,Region 2,40.9,48.3,21.5,33.8,33.2,13.8,37.2,45.6,17.6,29.4,29.3,8.7,44.6,50.9,25.5,38.2,37,18.9,4232,3615,720,2958,1997,294
2018-19,2018,5,Region 3,30.6,48.4,26.7,37.7,37.5,24.2,26.3,44.5,22,34.1,31.6,20.5,34.9,52.4,31.4,41.3,43.4,27.8,369,4032,3162,1771,853,3738
2018-19,2018,5,Region 4,29.9,40.7,26.7,36.4,32.2,19,23.7,35.7,20.8,33.5,29.3,12.1,36.1,45.8,32.7,39.3,35.1,25.8,2178,4092,1385,4604,3061,2444
2018-19,2018,5,Region 5,31.7,54.3,24.3,34,34.4,19,26.3,48.1,20.9,30.3,29.5,13,37,60.5,27.6,37.6,39.4,25.1,782,3621,335,3186,1623,1059
2018-19,2018,5,Region 6,29.8,45.1,28.3,39.8,32.5,25.7,26.6,40.8,23.3,34.8,26.7,18.3,32.9,49.3,33.4,44.8,38.2,33.2,672,1139,4387,2879,1450,1113
2018-19,2018,5,Region 7,36.1,49.6,22.4,41.6,31.5,17.6,30.2,46,14.9,36.9,26.6,10.5,42,53.1,29.9,46.2,36.4,24.8,2821,4097,621,1654,1160,1870
2018-19,2018,5,Region 8,34,51.1,26.7,44.1,34.5,10,29.5,46,21.4,37.6,27.7,2.9,38.6,56.2,32.1,50.5,41.3,17.2,722,583,1945,4929,4355,5433
2018-19,2018,5,Region 9,29.8,44.5,30.9,32.4,37.2,15.3,23.7,40.9,24.9,28.4,31.6,11.5,35.8,48,37,36.4,42.8,19.1,5156,1935,4429,1536,3309,5014
2018-19,2018,6,National,35.2,51.8,27.9,36.3,43.9,20.4,28,47.5,21.4,29,41.4,13,42.5,56.2,34.5,43.7,46.5,27.8,5178,493,5447,3020,4665,1075
2018-19,2018,6,Region 1,34.4,52.1,26.7,54.8,34.2,27.8,29.7,45,22.9,47.9,31.1,21,39.2,59.3,30.6,61.6,37.2,34.7,1899,957,4232,821,3918,1248
2018-19,2018,6,Region 10,36.4,52.6,23.9,46.3,39.2,20.8,28.9,45.9,19.8,41.6,34.2,15.1,43.8,59.4,28,50.9,44.1,26.5,2173,5046,2521,4300,2550,3587
2018-19,2018,6,Region 2,33.2,53.9,22,41.4,39.6,29,29.7,46.6,19.4,36.3,34.4,22.4,36.6,61.2,24.6,46.6,44.8,35.6,4520,623,3311,5488,367,2004
2018-19,2018,6,Region 3,40.2,59.6,32.6,42.1,43.5,21.3,33.2,56.4,28.2,39,38.9,15.9,47.2,62.7,36.9,45.1,48.2,26.6,3111,704,3494,830,1868,5115
2018-19,2018,6,Region 4,35.2,49.3,30.3,34.9,33.9,28.6,30.1,44.2,24.6,32,29.6,21.6,40.4,54.4,36.1,37.9,38.2,35.5,3520,451,1448,2637,4578,3072
2018-19,2018,6,Region 5,42.7,50.3,27.9,38.2,38.7,26.8,38.7,45,21,32.5,32.4,19.3,46.8,55.6,34.9,44,45,34.2,2893,1123,4582,3804,4973,1954
2018-19,2018,6,Region 6,35.4,52.3,24.6,40,41.7,24.5,27.9,47.5,19.1,36,38.9,17.5,42.8,57.1,30,44,44.4,31.5,2122,3381,5285,2499,2524,4957
2018-19,2018,6,Region 7,36.3,56.6,27.7,44,38,22.2,32.2,51.6,22.9,39.8,32.6,18.7,40.4,61.7,32.5,48.3,43.4,25.8,4478,5500,2421,5072,2819,581
2018-19,2018,6,Region 8,30.5,53.7,31.5,40.7,31.9,24.5,23.1,51,25.2,34.5,25.8,18.5,38,56.5,37.8,46.9,38,30.4,3774,2709,2563,2617,2590,927
2018-19,2018,6,Region 9,31.8,44.1,31.6,46.9,41.4,18.7,24.6,38.8,24.8,40.7,34.1,11.5,38.9,49.4,38.4,53,48.6,25.9,1339,4255,481,3606,2269,2392
2018-19,2018,7,National,33.2,59.4,32.7,52.9,50.6,29,26.7,55.5,25.7,45.4,44.5,25,39.7,63.3,39.6,60.4,56.8,33,5025,1805,2371,4200,5391,4582
2018-19,2018,7,Region 1,42.1,53,29.1,50.6,39.4,24.6,37.6,46.1,24.2,44.1,34.5,19.3,46.5,59.9,34,57,44.4,30,5395,833,702,1337,1449,3455
2018-19,2018,7,Region 10,37.5,57.2,33.2,44.5,39.7,25.5,31.7,51.1,26.1,39.3,33.4,22.2,43.3,63.3,40.4,49.6,46.1,28.7,2215,863,742,5341,1412,5318
2018-19,2018,7,Region 2,37.8,63.3,30.4,51.8,45.9,30.6,30.5,59,26.6,45.8,40.3,23.1,45,67.6,34.2,57.7,51.5,38,4091,3543,344,1237,4816,2869
