year,state,state_name,county_fips,county_name,population_2020,pollutant,statistic,unit,metric_key,value,status,naaqs_standard,value_as_fraction_of_standard,exceeds_standard
2025,FL,Florida,09149,Monitoring County 149,167897,Traffic rumble,annual mean,index,no2_annual_mean_ppb,14.881,reported,53,0.281,FALSE
2025,FL,Florida,09149,Monitoring County 149,167897,Traffic spike,1-hour,index,no2_1hr_ppb,35.604,reported,100,0.356,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Construction dust,24-hour,index,pm10_24hr_ug_m3,45.676,reported,150,0.305,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Echo,3-month,index,lead_3mo_ug_m3,0.048,reported,0.15,0.32,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,9.552,reported,9,1.061,TRUE
2025,GA,Georgia,10124,Monitoring County 124,169935,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,19.388,reported,35,0.554,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Generator,1-hour,index,so2_1hr_ppb,,insufficient_data,75,,
2025,GA,Georgia,10124,Monitoring County 124,169935,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,GA,Georgia,10124,Monitoring County 124,169935,Hum,8-hour,index,co_8hr_ppm,1.83,reported,9,0.203,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Siren,8-hour,index,ozone_8hr_ppb,55.254,reported,70,0.789,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Traffic rumble,annual mean,index,no2_annual_mean_ppb,15.448,reported,53,0.291,FALSE
2025,GA,Georgia,10124,Monitoring County 124,169935,Traffic spike,1-hour,index,no2_1hr_ppb,56.638,reported,100,0.566,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Construction dust,24-hour,index,pm10_24hr_ug_m3,69.201,reported,150,0.461,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Echo,3-month,index,lead_3mo_ug_m3,0.022,reported,0.15,0.148,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,13.347,reported,9,1.483,TRUE
2025,GA,Georgia,10132,Monitoring County 132,71984,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,22.244,reported,35,0.636,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,GA,Georgia,10132,Monitoring County 132,71984,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.903,reported,10,0.39,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Hum,8-hour,index,co_8hr_ppm,2.546,reported,9,0.283,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Siren,8-hour,index,ozone_8hr_ppb,47.528,reported,70,0.679,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Traffic rumble,annual mean,index,no2_annual_mean_ppb,26.706,reported,53,0.504,FALSE
2025,GA,Georgia,10132,Monitoring County 132,71984,Traffic spike,1-hour,index,no2_1hr_ppb,,insufficient_data,100,,
2025,GA,Georgia,10150,Monitoring County 150,17410,Construction dust,24-hour,index,pm10_24hr_ug_m3,33.498,reported,150,0.223,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Echo,3-month,index,lead_3mo_ug_m3,0.039,reported,0.15,0.261,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,7.11,reported,9,0.79,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,14.092,reported,35,0.403,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Generator,1-hour,index,so2_1hr_ppb,9.025,reported,75,0.12,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,6.945,reported,10,0.694,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Hum,8-hour,index,co_8hr_ppm,4.453,reported,9,0.495,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Siren,8-hour,index,ozone_8hr_ppb,26.843,reported,70,0.383,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Traffic rumble,annual mean,index,no2_annual_mean_ppb,13.743,reported,53,0.259,FALSE
2025,GA,Georgia,10150,Monitoring County 150,17410,Traffic spike,1-hour,index,no2_1hr_ppb,22.69,reported,100,0.227,FALSE
2025,GA,Georgia,10252,Monitoring County 252,82662,Construction dust,24-hour,index,pm10_24hr_ug_m3,96.835,reported,150,0.646,FALSE
2025,GA,Georgia,10252,Monitoring County 252,82662,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,GA,Georgia,10252,Monitoring County 252,82662,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,3.589,reported,9,0.399,FALSE
2025,GA,Georgia,10252,Monitoring County 252,82662,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,GA,Georgia,10252,Monitoring County 252,82662,Generator,1-hour,index,so2_1hr_ppb,16.852,reported,75,0.225,FALSE
2025,GA,Georgia,10252,Monitoring County 252,82662,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,6.105,reported,10,0.611,FALSE
2025,GA,Georgia,10252,Monitoring County 252,82662,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,GA,Georgia,10252,Monitoring County 252,82662,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,GA,Georgia,10252,Monitoring County 252,82662,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,GA,Georgia,10252,Monitoring County 252,82662,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,GA,Georgia,10269,Monitoring County 269,407688,Construction dust,24-hour,index,pm10_24hr_ug_m3,147.998,reported,150,0.987,FALSE
2025,GA,Georgia,10269,Monitoring County 269,407688,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,GA,Georgia,10269,Monitoring County 269,407688,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,5.719,reported,9,0.635,FALSE
2025,GA,Georgia,10269,Monitoring County 269,407688,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,20.351,reported,35,0.581,FALSE
2025,GA,Georgia,10269,Monitoring County 269,407688,Generator,1-hour,index,so2_1hr_ppb,,insufficient_data,75,,
2025,GA,Georgia,10269,Monitoring County 269,407688,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.522,reported,10,0.352,FALSE
2025,GA,Georgia,10269,Monitoring County 269,407688,Hum,8-hour,index,co_8hr_ppm,,insufficient_data,9,,
2025,GA,Georgia,10269,Monitoring County 269,407688,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,GA,Georgia,10269,Monitoring County 269,407688,Traffic rumble,annual mean,index,no2_annual_mean_ppb,14.921,reported,53,0.282,FALSE
2025,GA,Georgia,10269,Monitoring County 269,407688,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,GA,Georgia,10316,Monitoring County 316,55953,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,GA,Georgia,10316,Monitoring County 316,55953,Echo,3-month,index,lead_3mo_ug_m3,0.039,reported,0.15,0.261,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,7.842,reported,9,0.871,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,GA,Georgia,10316,Monitoring County 316,55953,Generator,1-hour,index,so2_1hr_ppb,,insufficient_data,75,,
2025,GA,Georgia,10316,Monitoring County 316,55953,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,5.615,reported,10,0.562,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Hum,8-hour,index,co_8hr_ppm,3.68,reported,9,0.409,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Siren,8-hour,index,ozone_8hr_ppb,60.711,reported,70,0.867,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Traffic rumble,annual mean,index,no2_annual_mean_ppb,16.515,reported,53,0.312,FALSE
2025,GA,Georgia,10316,Monitoring County 316,55953,Traffic spike,1-hour,index,no2_1hr_ppb,34.168,reported,100,0.342,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Construction dust,24-hour,index,pm10_24hr_ug_m3,93.566,reported,150,0.624,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Echo,3-month,index,lead_3mo_ug_m3,0.053,reported,0.15,0.354,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,14.768,reported,9,1.641,TRUE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,21.246,reported,35,0.607,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Generator,1-hour,index,so2_1hr_ppb,28.016,reported,75,0.374,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,HI,Hawaii,11020,Monitoring County 020,34373,Hum,8-hour,index,co_8hr_ppm,3.335,reported,9,0.371,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Siren,8-hour,index,ozone_8hr_ppb,45.783,reported,70,0.654,FALSE
2025,HI,Hawaii,11020,Monitoring County 020,34373,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,HI,Hawaii,11020,Monitoring County 020,34373,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,HI,Hawaii,11021,Monitoring County 021,270110,Construction dust,24-hour,index,pm10_24hr_ug_m3,72.161,reported,150,0.481,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Echo,3-month,index,lead_3mo_ug_m3,0.045,reported,0.15,0.298,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,8.146,reported,9,0.905,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,HI,Hawaii,11021,Monitoring County 021,270110,Generator,1-hour,index,so2_1hr_ppb,14.877,reported,75,0.198,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,HI,Hawaii,11021,Monitoring County 021,270110,Hum,8-hour,index,co_8hr_ppm,2.84,reported,9,0.316,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Siren,8-hour,index,ozone_8hr_ppb,25.36,reported,70,0.362,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Traffic rumble,annual mean,index,no2_annual_mean_ppb,28.132,reported,53,0.531,FALSE
2025,HI,Hawaii,11021,Monitoring County 021,270110,Traffic spike,1-hour,index,no2_1hr_ppb,63.875,reported,100,0.639,FALSE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Construction dust,24-hour,index,pm10_24hr_ug_m3,46.986,reported,150,0.313,FALSE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Echo,3-month,index,lead_3mo_ug_m3,0.048,reported,0.15,0.321,FALSE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,HI,Hawaii,11031,Monitoring County 031,114585,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,47.02,reported,35,1.343,TRUE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Generator,1-hour,index,so2_1hr_ppb,18.755,reported,75,0.25,FALSE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,insufficient_data,10,,
2025,HI,Hawaii,11031,Monitoring County 031,114585,Hum,8-hour,index,co_8hr_ppm,2.064,reported,9,0.229,FALSE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Siren,8-hour,index,ozone_8hr_ppb,82.93,reported,70,1.185,TRUE
2025,HI,Hawaii,11031,Monitoring County 031,114585,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,HI,Hawaii,11031,Monitoring County 031,114585,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Echo,3-month,index,lead_3mo_ug_m3,0.043,reported,0.15,0.289,FALSE
2025,HI,Hawaii,11088,Monitoring County 088,133013,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,insufficient_data,9,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,insufficient_data,35,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Generator,1-hour,index,so2_1hr_ppb,16.161,reported,75,0.215,FALSE
2025,HI,Hawaii,11088,Monitoring County 088,133013,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,6.043,reported,10,0.604,FALSE
2025,HI,Hawaii,11088,Monitoring County 088,133013,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,HI,Hawaii,11088,Monitoring County 088,133013,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Construction dust,24-hour,index,pm10_24hr_ug_m3,70.54,reported,150,0.47,FALSE
2025,HI,Hawaii,11169,Monitoring County 169,20076,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,11.293,reported,35,0.323,FALSE
2025,HI,Hawaii,11169,Monitoring County 169,20076,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.285,reported,10,0.328,FALSE
2025,HI,Hawaii,11169,Monitoring County 169,20076,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,HI,Hawaii,11169,Monitoring County 169,20076,Traffic rumble,annual mean,index,no2_annual_mean_ppb,50.779,reported,53,0.958,FALSE
2025,HI,Hawaii,11169,Monitoring County 169,20076,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,HI,Hawaii,11192,Monitoring County 192,107184,Construction dust,24-hour,index,pm10_24hr_ug_m3,88.691,reported,150,0.591,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Echo,3-month,index,lead_3mo_ug_m3,0.051,reported,0.15,0.337,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,5.621,reported,9,0.625,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,27.102,reported,35,0.774,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Generator,1-hour,index,so2_1hr_ppb,29.212,reported,75,0.389,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.237,reported,10,0.324,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Hum,8-hour,index,co_8hr_ppm,3.468,reported,9,0.385,FALSE
2025,HI,Hawaii,11192,Monitoring County 192,107184,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,HI,Hawaii,11192,Monitoring County 192,107184,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,HI,Hawaii,11192,Monitoring County 192,107184,Traffic spike,1-hour,index,no2_1hr_ppb,47.084,reported,100,0.471,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Construction dust,24-hour,index,pm10_24hr_ug_m3,39.494,reported,150,0.263,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,HI,Hawaii,11248,Monitoring County 248,24923,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,7.41,reported,9,0.823,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,HI,Hawaii,11248,Monitoring County 248,24923,Generator,1-hour,index,so2_1hr_ppb,13.894,reported,75,0.185,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,7.145,reported,10,0.714,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Hum,8-hour,index,co_8hr_ppm,3.975,reported,9,0.442,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Siren,8-hour,index,ozone_8hr_ppb,,insufficient_data,70,,
2025,HI,Hawaii,11248,Monitoring County 248,24923,Traffic rumble,annual mean,index,no2_annual_mean_ppb,11.095,reported,53,0.209,FALSE
2025,HI,Hawaii,11248,Monitoring County 248,24923,Traffic spike,1-hour,index,no2_1hr_ppb,41.399,reported,100,0.414,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Construction dust,24-hour,index,pm10_24hr_ug_m3,87.932,reported,150,0.586,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Echo,3-month,index,lead_3mo_ug_m3,0.065,reported,0.15,0.435,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,10.483,reported,9,1.165,TRUE
2025,IA,Iowa,15004,Monitoring County 004,325364,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,insufficient_data,35,,
2025,IA,Iowa,15004,Monitoring County 004,325364,Generator,1-hour,index,so2_1hr_ppb,12.141,reported,75,0.162,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.942,reported,10,0.394,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,IA,Iowa,15004,Monitoring County 004,325364,Siren,8-hour,index,ozone_8hr_ppb,56.714,reported,70,0.81,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Traffic rumble,annual mean,index,no2_annual_mean_ppb,43.115,reported,53,0.813,FALSE
2025,IA,Iowa,15004,Monitoring County 004,325364,Traffic spike,1-hour,index,no2_1hr_ppb,52.525,reported,100,0.525,FALSE
2025,IA,Iowa,15005,Monitoring County 005,107029,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,IA,Iowa,15005,Monitoring County 005,107029,Echo,3-month,index,lead_3mo_ug_m3,0.022,reported,0.15,0.146,FALSE
2025,IA,Iowa,15005,Monitoring County 005,107029,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,10.965,reported,9,1.218,TRUE
2025,IA,Iowa,15005,Monitoring County 005,107029,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,IA,Iowa,15005,Monitoring County 005,107029,Generator,1-hour,index,so2_1hr_ppb,16.679,reported,75,0.222,FALSE
2025,IA,Iowa,15005,Monitoring County 005,107029,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,IA,Iowa,15005,Monitoring County 005,107029,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,IA,Iowa,15005,Monitoring County 005,107029,Siren,8-hour,index,ozone_8hr_ppb,82.953,reported,70,1.185,TRUE
2025,IA,Iowa,15005,Monitoring County 005,107029,Traffic rumble,annual mean,index,no2_annual_mean_ppb,30.658,reported,53,0.578,FALSE
2025,IA,Iowa,15005,Monitoring County 005,107029,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,IA,Iowa,15118,Monitoring County 118,66488,Construction dust,24-hour,index,pm10_24hr_ug_m3,58.013,reported,150,0.387,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Echo,3-month,index,lead_3mo_ug_m3,0.062,reported,0.15,0.411,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,IA,Iowa,15118,Monitoring County 118,66488,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,IA,Iowa,15118,Monitoring County 118,66488,Generator,1-hour,index,so2_1hr_ppb,19.035,reported,75,0.254,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,6.56,reported,10,0.656,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Hum,8-hour,index,co_8hr_ppm,3.686,reported,9,0.41,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Siren,8-hour,index,ozone_8hr_ppb,76.405,reported,70,1.091,TRUE
2025,IA,Iowa,15118,Monitoring County 118,66488,Traffic rumble,annual mean,index,no2_annual_mean_ppb,24.531,reported,53,0.463,FALSE
2025,IA,Iowa,15118,Monitoring County 118,66488,Traffic spike,1-hour,index,no2_1hr_ppb,,insufficient_data,100,,
2025,IA,Iowa,15123,Monitoring County 123,185255,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,IA,Iowa,15123,Monitoring County 123,185255,Echo,3-month,index,lead_3mo_ug_m3,0.083,reported,0.15,0.554,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,8.806,reported,9,0.978,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,IA,Iowa,15123,Monitoring County 123,185255,Generator,1-hour,index,so2_1hr_ppb,14.743,reported,75,0.197,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,4.031,reported,10,0.403,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Hum,8-hour,index,co_8hr_ppm,1.879,reported,9,0.209,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Siren,8-hour,index,ozone_8hr_ppb,25.001,reported,70,0.357,FALSE
2025,IA,Iowa,15123,Monitoring County 123,185255,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,IA,Iowa,15123,Monitoring County 123,185255,Traffic spike,1-hour,index,no2_1hr_ppb,38.222,reported,100,0.382,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,IA,Iowa,15146,Monitoring County 146,198145,Echo,3-month,index,lead_3mo_ug_m3,0.044,reported,0.15,0.29,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,insufficient_data,9,,
2025,IA,Iowa,15146,Monitoring County 146,198145,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,IA,Iowa,15146,Monitoring County 146,198145,Generator,1-hour,index,so2_1hr_ppb,20.938,reported,75,0.279,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,4.496,reported,10,0.45,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Hum,8-hour,index,co_8hr_ppm,4.487,reported,9,0.499,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Siren,8-hour,index,ozone_8hr_ppb,47.975,reported,70,0.685,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Traffic rumble,annual mean,index,no2_annual_mean_ppb,14.023,reported,53,0.265,FALSE
2025,IA,Iowa,15146,Monitoring County 146,198145,Traffic spike,1-hour,index,no2_1hr_ppb,12.621,reported,100,0.126,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Construction dust,24-hour,index,pm10_24hr_ug_m3,48.762,reported,150,0.325,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Echo,3-month,index,lead_3mo_ug_m3,0.06,reported,0.15,0.403,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,9.517,reported,9,1.057,TRUE
2025,IA,Iowa,15190,Monitoring County 190,137472,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,35.097,reported,35,1.003,TRUE
2025,IA,Iowa,15190,Monitoring County 190,137472,Generator,1-hour,index,so2_1hr_ppb,27.189,reported,75,0.363,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,5.595,reported,10,0.559,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Hum,8-hour,index,co_8hr_ppm,3.721,reported,9,0.413,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Siren,8-hour,index,ozone_8hr_ppb,32.513,reported,70,0.464,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Traffic rumble,annual mean,index,no2_annual_mean_ppb,19.363,reported,53,0.365,FALSE
2025,IA,Iowa,15190,Monitoring County 190,137472,Traffic spike,1-hour,index,no2_1hr_ppb,29.514,reported,100,0.295,FALSE
2025,IA,Iowa,15260,Monitoring County 260,168499,Construction dust,24-hour,index,pm10_24hr_ug_m3,73.968,reported,150,0.493,FALSE
2025,IA,Iowa,15260,Monitoring County 260,168499,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,IA,Iowa,15260,Monitoring County 260,168499,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,insufficient_data,9,,
2025,IA,Iowa,15260,Monitoring County 260,168499,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,25.076,reported,35,0.716,FALSE
2025,IA,Iowa,15260,Monitoring County 260,168499,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,IA,Iowa,15260,Monitoring County 260,168499,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,11.532,reported,10,1.153,TRUE
2025,IA,Iowa,15260,Monitoring County 260,168499,Hum,8-hour,index,co_8hr_ppm,2.919,reported,9,0.324,FALSE
2025,IA,Iowa,15260,Monitoring County 260,168499,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,IA,Iowa,15260,Monitoring County 260,168499,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,insufficient_data,53,,
2025,IA,Iowa,15260,Monitoring County 260,168499,Traffic spike,1-hour,index,no2_1hr_ppb,,insufficient_data,100,,
2025,ID,Idaho,12011,Monitoring County 011,414738,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,ID,Idaho,12011,Monitoring County 011,414738,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,ID,Idaho,12011,Monitoring County 011,414738,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,insufficient_data,9,,
