year,state,state_name,county_name,county_fips,tract_fips,location_id,measure_id,measure_key,measure,estimate,ci_lower,ci_upper,total_population,total_adult_population,longitude,latitude
2023,MD,Maryland,Metro County 15,12128,12128000223,12128000223,ACCESS2,lack_health_insurance,Lack of health insurance,1,0,4.9,2233,1523,-76.88909110287204,37.51046880465001
2023,MD,Maryland,Metro County 15,12128,12128000223,12128000223,OBESITY,obesity,Obesity,16.9,14.8,18.9,2233,1523,-76.88909110287204,37.51046880465001
2023,MD,Maryland,Metro County 15,12128,12128000223,12128000223,LPA,physical_inactivity,Physical inactivity,20,16.5,23.5,2233,1523,-76.88909110287204,37.51046880465001
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,CSMOKING,current_smoking,Current smoking,17.8,15.2,20.4,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,DIABETES,diabetes,Diabetes,7.9,2.2,13.5,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,MHLTH,frequent_mental_distress,Frequent mental distress,10.3,7.4,13.2,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,BPHIGH,high_blood_pressure,High blood pressure,24.8,22.1,27.5,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,ACCESS2,lack_health_insurance,Lack of health insurance,1,0,7.2,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,OBESITY,obesity,Obesity,26.7,22.3,31.2,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12130,12130000196,12130000196,LPA,physical_inactivity,Physical inactivity,17.8,15.3,20.3,5553,4111,-77.61781712742523,38.55006294287741
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,CSMOKING,current_smoking,Current smoking,6.1,0.6,11.6,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,DIABETES,diabetes,Diabetes,7,2,12,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,MHLTH,frequent_mental_distress,Frequent mental distress,1,0,5.3,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,BPHIGH,high_blood_pressure,High blood pressure,25.6,23.3,27.9,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,ACCESS2,lack_health_insurance,Lack of health insurance,3.1,0,7,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,OBESITY,obesity,Obesity,24.5,20.6,28.4,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12146,12146000204,12146000204,LPA,physical_inactivity,Physical inactivity,12.5,9.9,15.2,4403,3175,-78.29825693899765,37.967706410959366
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,CSMOKING,current_smoking,Current smoking,5.3,2.4,8.2,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,DIABETES,diabetes,Diabetes,1,0,6.3,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,MHLTH,frequent_mental_distress,Frequent mental distress,11.7,8.4,15.1,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,BPHIGH,high_blood_pressure,High blood pressure,26.3,22,30.6,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,ACCESS2,lack_health_insurance,Lack of health insurance,2.3,0,5.1,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,OBESITY,obesity,Obesity,27.8,24.2,31.4,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12173,12173000165,12173000165,LPA,physical_inactivity,Physical inactivity,14.2,8.6,19.8,5034,4159,-77.09792003035545,39.019369683414695
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,CSMOKING,current_smoking,Current smoking,16.6,12.3,21,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,DIABETES,diabetes,Diabetes,9.8,6.2,13.3,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,MHLTH,frequent_mental_distress,Frequent mental distress,18.2,15.9,20.5,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,BPHIGH,high_blood_pressure,High blood pressure,27.5,21.7,33.4,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,ACCESS2,lack_health_insurance,Lack of health insurance,9.1,6.3,12,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,OBESITY,obesity,Obesity,33.9,30.6,37.2,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12178,12178000665,12178000665,LPA,physical_inactivity,Physical inactivity,28.3,24.3,32.3,4505,3203,-77.73246833868325,39.01059533003718
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,CSMOKING,current_smoking,Current smoking,6.6,0.3,13,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,DIABETES,diabetes,Diabetes,3.9,0.5,7.2,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,MHLTH,frequent_mental_distress,Frequent mental distress,8.7,4.2,13.1,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,BPHIGH,high_blood_pressure,High blood pressure,20.2,16.4,24,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,ACCESS2,lack_health_insurance,Lack of health insurance,8.2,4.2,12.2,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,OBESITY,obesity,Obesity,34.9,31.1,38.7,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12180,12180000039,12180000039,LPA,physical_inactivity,Physical inactivity,13.4,7.7,19,2946,1996,-77.6734359013848,37.710365689732136
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,CSMOKING,current_smoking,Current smoking,10.8,6,15.5,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,DIABETES,diabetes,Diabetes,14.8,8,21.5,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,MHLTH,frequent_mental_distress,Frequent mental distress,11.9,5.9,17.9,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,BPHIGH,high_blood_pressure,High blood pressure,37.5,32.7,42.2,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,ACCESS2,lack_health_insurance,Lack of health insurance,13.9,10.8,17,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,OBESITY,obesity,Obesity,29.9,27.1,32.7,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 15,12194,12194000044,12194000044,LPA,physical_inactivity,Physical inactivity,25.6,19.1,32.1,5647,4640,-78.04034179658629,38.615432551316914
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,CSMOKING,current_smoking,Current smoking,10.4,6.5,14.4,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,DIABETES,diabetes,Diabetes,8.8,6.6,11.1,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,MHLTH,frequent_mental_distress,Frequent mental distress,14.9,11.8,18,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,BPHIGH,high_blood_pressure,High blood pressure,28.5,21.6,35.4,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,ACCESS2,lack_health_insurance,Lack of health insurance,3.1,0,8.5,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,OBESITY,obesity,Obesity,34.9,29.7,40.2,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12023,12023000177,12023000177,LPA,physical_inactivity,Physical inactivity,26.2,23.1,29.3,7084,5623,-77.6105447795242,37.45087564624846
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,CSMOKING,current_smoking,Current smoking,8.2,5.9,10.6,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,DIABETES,diabetes,Diabetes,10.2,4.1,16.2,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,MHLTH,frequent_mental_distress,Frequent mental distress,7.5,3.9,11,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,BPHIGH,high_blood_pressure,High blood pressure,34.4,31.2,37.5,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,ACCESS2,lack_health_insurance,Lack of health insurance,5.3,0,11.6,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,OBESITY,obesity,Obesity,23.9,20.5,27.3,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12028,12028000163,12028000163,LPA,physical_inactivity,Physical inactivity,20.8,14.8,26.8,2337,1705,-76.86138336616568,38.84567534290254
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,CSMOKING,current_smoking,Current smoking,13.1,9.3,16.8,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,DIABETES,diabetes,Diabetes,21.9,18.6,25.2,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,MHLTH,frequent_mental_distress,Frequent mental distress,24.4,17.6,31.1,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,BPHIGH,high_blood_pressure,High blood pressure,38.6,32.5,44.8,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,ACCESS2,lack_health_insurance,Lack of health insurance,10.8,4.6,17,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,OBESITY,obesity,Obesity,41.2,36.6,45.8,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12033,12033000520,12033000520,LPA,physical_inactivity,Physical inactivity,27.4,21.4,33.4,5648,3992,-76.73697304427624,37.85204414632172
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,CSMOKING,current_smoking,Current smoking,9.7,6.3,13,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,DIABETES,diabetes,Diabetes,10.4,6.3,14.6,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,MHLTH,frequent_mental_distress,Frequent mental distress,13.4,10.8,16,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,BPHIGH,high_blood_pressure,High blood pressure,32.8,26.5,39.1,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,ACCESS2,lack_health_insurance,Lack of health insurance,14.8,12.7,16.9,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,OBESITY,obesity,Obesity,36.3,30.8,41.8,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12060,12060000037,12060000037,LPA,physical_inactivity,Physical inactivity,29.2,22.2,36.2,5985,4056,-78.13489483222365,37.30506607815623
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,CSMOKING,current_smoking,Current smoking,6.9,1.4,12.3,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,DIABETES,diabetes,Diabetes,2.9,0,6.8,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,MHLTH,frequent_mental_distress,Frequent mental distress,11.9,7.7,16.1,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,BPHIGH,high_blood_pressure,High blood pressure,24.9,18.4,31.4,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,ACCESS2,lack_health_insurance,Lack of health insurance,5.4,0.1,10.7,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,OBESITY,obesity,Obesity,22.9,17,28.8,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12074,12074000569,12074000569,LPA,physical_inactivity,Physical inactivity,24.1,20.8,27.3,4836,3955,-77.70537272691726,38.314509162306784
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,CSMOKING,current_smoking,Current smoking,6.3,3.4,9.2,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,DIABETES,diabetes,Diabetes,7.1,1.3,12.9,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,MHLTH,frequent_mental_distress,Frequent mental distress,7.2,2.4,12,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,BPHIGH,high_blood_pressure,High blood pressure,29.2,23.5,34.8,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,ACCESS2,lack_health_insurance,Lack of health insurance,6.1,1.6,10.5,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,OBESITY,obesity,Obesity,31.2,27.4,35,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12085,12085000340,12085000340,LPA,physical_inactivity,Physical inactivity,23.1,19.8,26.5,2696,1969,-77.51820833357051,38.376334700919685
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,CSMOKING,current_smoking,Current smoking,18.7,14.9,22.5,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,DIABETES,diabetes,Diabetes,14.3,8.1,20.5,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,MHLTH,frequent_mental_distress,Frequent mental distress,13.8,7.7,19.8,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,BPHIGH,high_blood_pressure,High blood pressure,30.8,27.3,34.2,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,ACCESS2,lack_health_insurance,Lack of health insurance,4.9,0,10.8,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,OBESITY,obesity,Obesity,29.1,24.1,34.1,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12102,12102000005,12102000005,LPA,physical_inactivity,Physical inactivity,22.9,17.4,28.5,2139,1711,-76.92632271670736,37.60325724948198
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,CSMOKING,current_smoking,Current smoking,9.8,6,13.5,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,DIABETES,diabetes,Diabetes,7.4,4,10.8,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,MHLTH,frequent_mental_distress,Frequent mental distress,8.8,6.6,10.9,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,BPHIGH,high_blood_pressure,High blood pressure,25,19.5,30.4,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,ACCESS2,lack_health_insurance,Lack of health insurance,12.3,9.3,15.3,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,OBESITY,obesity,Obesity,24.4,20.2,28.6,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12113,12113000487,12113000487,LPA,physical_inactivity,Physical inactivity,20.5,13.6,27.5,6104,4974,-78.38409356605261,38.39874576535076
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,CSMOKING,current_smoking,Current smoking,16.3,11.1,21.5,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,DIABETES,diabetes,Diabetes,10.2,4.7,15.6,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,MHLTH,frequent_mental_distress,Frequent mental distress,24.3,21.6,27.1,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,BPHIGH,high_blood_pressure,High blood pressure,31,25.6,36.4,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,ACCESS2,lack_health_insurance,Lack of health insurance,15.3,9.3,21.3,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,OBESITY,obesity,Obesity,36.1,33.4,38.9,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12127,12127000021,12127000021,LPA,physical_inactivity,Physical inactivity,21.8,14.9,28.8,2072,1601,-76.74858721257188,39.35968184377998
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,CSMOKING,current_smoking,Current smoking,13.6,9,18.2,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,DIABETES,diabetes,Diabetes,5.8,2.6,9,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,MHLTH,frequent_mental_distress,Frequent mental distress,19.6,16.5,22.7,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,BPHIGH,high_blood_pressure,High blood pressure,29.8,23.9,35.7,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,ACCESS2,lack_health_insurance,Lack of health insurance,15.6,9,22.2,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,OBESITY,obesity,Obesity,33.7,29.5,38,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12138,12138000400,12138000400,LPA,physical_inactivity,Physical inactivity,25.1,20.5,29.7,4353,2996,-76.71676508374513,39.12625705823302
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,CSMOKING,current_smoking,Current smoking,17.5,11.8,23.2,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,DIABETES,diabetes,Diabetes,11.7,6.3,17.1,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,MHLTH,frequent_mental_distress,Frequent mental distress,15.9,12.8,19,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,BPHIGH,high_blood_pressure,High blood pressure,38.6,36.4,40.8,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,ACCESS2,lack_health_insurance,Lack of health insurance,17.1,14.6,19.6,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,OBESITY,obesity,Obesity,34.4,28.4,40.3,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 16,12173,12173000370,12173000370,LPA,physical_inactivity,Physical inactivity,33.1,27.3,38.8,3932,3000,-78.02848260723985,38.520350390858944
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,CSMOKING,current_smoking,Current smoking,3.3,0,9.3,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,DIABETES,diabetes,Diabetes,12.1,8.8,15.4,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,MHLTH,frequent_mental_distress,Frequent mental distress,8.5,2.1,15,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,BPHIGH,high_blood_pressure,High blood pressure,25.1,18.9,31.3,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,ACCESS2,lack_health_insurance,Lack of health insurance,3.1,0.2,6,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,OBESITY,obesity,Obesity,30.6,26.1,35.1,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12005,12005000527,12005000527,LPA,physical_inactivity,Physical inactivity,19.4,15.7,23.2,3131,2445,-77.9891862703953,38.049561198987064
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,CSMOKING,current_smoking,Current smoking,11,8.8,13.2,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,DIABETES,diabetes,Diabetes,18.8,13.1,24.4,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,MHLTH,frequent_mental_distress,Frequent mental distress,17.8,14,21.6,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,BPHIGH,high_blood_pressure,High blood pressure,36.7,32.7,40.8,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,ACCESS2,lack_health_insurance,Lack of health insurance,13.6,8.8,18.5,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,OBESITY,obesity,Obesity,29.7,25,34.3,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12012,12012000131,12012000131,LPA,physical_inactivity,Physical inactivity,25.3,19.8,30.8,2766,1919,-77.31565986052156,37.72579294629395
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,CSMOKING,current_smoking,Current smoking,12.6,10,15.2,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,DIABETES,diabetes,Diabetes,8.8,3.2,14.3,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,MHLTH,frequent_mental_distress,Frequent mental distress,14.1,9.7,18.5,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,BPHIGH,high_blood_pressure,High blood pressure,29.5,25.2,33.7,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,ACCESS2,lack_health_insurance,Lack of health insurance,6.2,1.4,11,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,OBESITY,obesity,Obesity,30.3,24.1,36.5,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12019,12019000215,12019000215,LPA,physical_inactivity,Physical inactivity,22.1,18.8,25.3,7699,5539,-77.69412850481459,38.09492970444262
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,CSMOKING,current_smoking,Current smoking,13.8,9,18.6,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,DIABETES,diabetes,Diabetes,6.6,0.9,12.3,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,MHLTH,frequent_mental_distress,Frequent mental distress,3.7,0,9.6,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,BPHIGH,high_blood_pressure,High blood pressure,32.4,29,35.7,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,ACCESS2,lack_health_insurance,Lack of health insurance,5.5,1,10,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,OBESITY,obesity,Obesity,30.3,26.8,33.8,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12021,12021000367,12021000367,LPA,physical_inactivity,Physical inactivity,17.9,13.3,22.5,5622,4222,-78.0334722737316,37.697628578729926
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,CSMOKING,current_smoking,Current smoking,12.8,8.6,17,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,DIABETES,diabetes,Diabetes,1.7,0,6.4,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,MHLTH,frequent_mental_distress,Frequent mental distress,8.1,1.5,14.6,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,BPHIGH,high_blood_pressure,High blood pressure,34.8,29.6,40,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,ACCESS2,lack_health_insurance,Lack of health insurance,10.1,3.9,16.2,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,OBESITY,obesity,Obesity,23.1,18.4,27.8,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12028,12028000110,12028000110,LPA,physical_inactivity,Physical inactivity,16.4,12.4,20.5,6425,4848,-78.07153090396896,38.22423807457089
2023,MD,Maryland,Metro County 17,12037,12037000351,12037000351,CSMOKING,current_smoking,Current smoking,5.4,0,11.7,4129,3139,-78.27338255378417,37.61426661219448
2023,MD,Maryland,Metro County 17,12037,12037000351,12037000351,DIABETES,diabetes,Diabetes,1,0,6.9,4129,3139,-78.27338255378417,37.61426661219448
2023,MD,Maryland,Metro County 17,12037,12037000351,12037000351,MHLTH,frequent_mental_distress,Frequent mental distress,6,0.2,11.9,4129,3139,-78.27338255378417,37.61426661219448
2023,MD,Maryland,Metro County 17,12037,12037000351,12037000351,BPHIGH,high_blood_pressure,High blood pressure,22.4,15.7,29.1,4129,3139,-78.27338255378417,37.61426661219448
2023,MD,Maryland,Metro County 17,12037,12037000351,12037000351,ACCESS2,lack_health_insurance,Lack of health insurance,11.4,5,17.7,4129,3139,-78.27338255378417,37.61426661219448
