year,state,state_name,county_fips,county_name,population_2020,co_8hr_ppm,lead_3mo_ug_m3,no2_1hr_ppb,no2_annual_mean_ppb,ozone_8hr_ppb,pm10_24hr_ug_m3,pm25_24hr_ug_m3,pm25_annual_mean_ug_m3,so2_1hr_ppb,so2_annual_mean_ppb,co_8hr_ppm_status,lead_3mo_ug_m3_status,no2_1hr_ppb_status,no2_annual_mean_ppb_status,ozone_8hr_ppb_status,pm10_24hr_ug_m3_status,pm25_24hr_ug_m3_status,pm25_annual_mean_ug_m3_status,so2_1hr_ppb_status,so2_annual_mean_ppb_status
2025,GA,Georgia,13067,Cobb County,766149,,,,,58,,,,,,no_data,no_data,no_data,no_data,reported,no_data,insufficient_data,insufficient_data,no_data,no_data
2025,GA,Georgia,13069,Coffee County,43092,,,,,,,19,8.4,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13085,Dawson County,26798,,,,,63,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13089,DeKalb County,764382,1.1,,50,14.9,59,32,15.2,8,2,0.1,reported,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,GA,Georgia,13095,Dougherty County,85790,,,,,,,19,8.7,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13097,Douglas County,144237,,,,,63,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13121,Fulton County,1066710,1.4,,45.9,14.9,72,28,17,9,5.7,1.3,reported,insufficient_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,GA,Georgia,13127,Glynn County,84499,,,,,57,,18.9,7.6,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13135,Gwinnett County,957062,,,,,61,,16.8,8,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13139,Hall County,203136,,,,,,,17.1,7.5,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13151,Henry County,240712,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13153,Houston County,163633,,,,,,,18.1,8.3,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13185,Lowndes County,118251,,,,,,,18.9,8.4,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13213,Murray County,39973,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13215,Muscogee County,206922,,,,,60,,21.2,9.2,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13231,Pike County,18889,,,,,68,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13245,Richmond County,206607,,,,,56,58,22,9.7,38.7,0.2,no_data,no_data,no_data,no_data,reported,reported,reported,reported,reported,reported
2025,GA,Georgia,13247,Rockdale County,93570,,,,,58,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,GA,Georgia,13295,Walker County,67654,,,,,,,22,8.6,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,GA,Georgia,13303,Washington County,19988,,,,,,,18,8.3,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,HI,Hawaii,15001,Hawaii County,200629,,,,,,,15.3,5.3,240.2,5.5,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,reported
2025,HI,Hawaii,15003,Honolulu County,1016508,0.5,,,2.4,46,26,9,4.1,8.7,1.1,reported,no_data,insufficient_data,reported,reported,reported,reported,reported,reported,reported
2025,HI,Hawaii,15007,Kauai County,73298,,,,,,,,,,1.7,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,insufficient_data,reported
2025,HI,Hawaii,15009,Maui County,164754,,,,,,,9,3.8,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19013,Black Hawk County,131144,,,,,,,19,7.8,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19017,Bremer County,24988,,,,,67,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IA,Iowa,19045,Clinton County,46460,,,,,69,,21.2,8,11.9,0.8,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,IA,Iowa,19085,Harrison County,14582,,,,,67,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IA,Iowa,19103,Johnson County,152854,,,,,,,22.6,7.3,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19113,Linn County,230299,,,,,67,57,23,7.8,15.3,0.4,no_data,no_data,no_data,no_data,reported,reported,reported,reported,reported,reported
2025,IA,Iowa,19137,Montgomery County,10330,,,,,65,,14.8,6.5,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19139,Muscatine County,43235,,,,,,,22,7.6,9.2,0.3,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,reported
2025,IA,Iowa,19147,Palo Alto County,8996,,,,,68,,21.2,7.1,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19153,Polk County,492401,,,,,64,64,21.7,7.5,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,IA,Iowa,19155,Pottawattamie County,93667,,0.11,,,,,21.1,7.7,,,no_data,reported,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IA,Iowa,19163,Scott County,174669,0.7,,30.7,4.9,69,88,21.8,7.7,4.8,0,reported,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,IA,Iowa,19177,Van Buren County,7203,,,6.3,1.6,60,46,19,6.9,0.5,0,no_data,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,IA,Iowa,19187,Webster County,36999,,,,,,67,,,,,no_data,no_data,no_data,no_data,no_data,reported,insufficient_data,insufficient_data,no_data,no_data
2025,IA,Iowa,19193,Woodbury County,105941,,,,,70,,22,7.6,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,ID,Idaho,16001,Ada County,494967,0.6,,,7.4,67,59,,,,0.4,reported,no_data,insufficient_data,reported,reported,reported,insufficient_data,insufficient_data,insufficient_data,reported
2025,ID,Idaho,16005,Bannock County,87018,,,,,54,115,,,30,3.8,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data,reported,reported
2025,ID,Idaho,16009,Benewah County,9530,,,,,,,24,7.8,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,ID,Idaho,16017,Bonner County,47110,,,,,,53,,,,,no_data,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data
2025,ID,Idaho,16023,Butte County,2574,,,,,61,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,ID,Idaho,16027,Canyon County,231105,,,,,,67,17.5,6.4,,,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,no_data,no_data
2025,ID,Idaho,16029,Caribou County,7027,,,,,,,,,37.8,1.3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,ID,Idaho,16041,Franklin County,14194,,,,,,,11.2,4.7,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,ID,Idaho,16049,Idaho County,16541,,,,,58,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,ID,Idaho,16059,Lemhi County,7974,,,,,,,22.7,7.3,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,ID,Idaho,16079,Shoshone County,13169,,,,,,53,25.8,8.7,,,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,no_data,no_data
2025,IL,Illinois,17001,Adams County,65737,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IL,Illinois,17019,Champaign County,205865,0.4,,,,67,,22.7,7.8,3,0.7,reported,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,IL,Illinois,17023,Clark County,15455,,,,,62,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IL,Illinois,17031,Cook County,5275541,1,0.01,47.7,18.9,79,104,35.8,10.7,5.2,1.2,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
2025,IL,Illinois,17043,DuPage County,932877,,,,,69,,29.2,9.1,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17049,Effingham County,34668,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IL,Illinois,17065,Hamilton County,7993,,,,,64,,18.6,7.6,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17083,Jersey County,21512,,,,,70,,22.9,6.7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17085,Jo Daviess County,22035,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IL,Illinois,17089,Kane County,516522,,,,,72,,31.1,9.2,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17099,LaSalle County,109658,,,,,,,,,8.4,0.2,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,IL,Illinois,17097,Lake County,714342,,,,,70,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IL,Illinois,17115,Macon County,103998,,,,,65,,19.2,8.3,38.6,1.4,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,IL,Illinois,17117,Macoupin County,44967,,,15.4,2.5,66,,,,3.9,0.5,no_data,no_data,reported,reported,reported,no_data,no_data,no_data,reported,reported
2025,IL,Illinois,17119,Madison County,265859,,0.03,,,68,94,23.1,9.1,6.4,0.3,no_data,reported,no_data,no_data,reported,reported,reported,reported,reported,reported
2025,IL,Illinois,17111,McHenry County,310229,,,,,76,,30.3,8.4,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17113,McLean County,170954,,,,,68,,22.8,7.8,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17133,Monroe County,34962,,,,,,,,,,,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,insufficient_data,insufficient_data
2025,IL,Illinois,17143,Peoria County,181830,,,,,65,,26.9,9.3,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17157,Randolph County,30163,,,,,63,,21.6,7.9,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17161,Rock Island County,144672,,,,,63,,26.2,8.4,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17167,Sangamon County,196343,,,,,64,,25.3,7.9,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17163,St. Clair County,257400,,,40.4,9,61,,20.7,9,7.7,0.2,no_data,no_data,reported,reported,reported,no_data,reported,reported,reported,reported
2025,IL,Illinois,17179,Tazewell County,131343,,,,,,,,,5.8,0.7,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,IL,Illinois,17185,Wabash County,11361,,,,,,,,,16.5,0.8,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,IL,Illinois,17197,Will County,696355,,,,,67,,28.2,9.1,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IL,Illinois,17201,Winnebago County,285350,,,,,66,,32.1,8.6,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18003,Allen County,385410,,,,,69,,23.8,8.9,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18005,Bartholomew County,82208,,,,,64,,17.5,6.9,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18011,Boone County,70812,,,,,70,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18013,Brown County,15475,,,,,61,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18015,Carroll County,20306,,,,,69,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18019,Clark County,121093,,,,,70,41,21.1,8.6,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,IN,Indiana,18035,Delaware County,111903,,0.1,,,69,,21.3,8,,,no_data,reported,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18037,Dubois County,43637,,,,,,46,18,7.6,,,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,no_data,no_data
2025,IN,Indiana,18039,Elkhart County,207047,,,,,66,,27.7,9.2,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18043,Floyd County,80484,,,,,75,,18.6,7.4,5.8,0.5,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,IN,Indiana,18051,Gibson County,33011,,,,,,,,,40.2,1.2,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,IN,Indiana,18055,Greene County,30803,,,,,64,,16.7,7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18057,Hamilton County,347467,,,,,68,,19.2,7.7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18063,Hendricks County,174788,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18065,Henry County,48914,,,,,,,19.4,7.5,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18067,Howard County,83658,,,,,70,,15.9,6.7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18083,Knox County,36282,,,,,63,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18091,LaPorte County,112417,,,,,75,,28.9,8.5,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18089,Lake County,498700,,0.03,41.7,7.6,76,146,33.7,10.7,28.7,0.9,no_data,reported,reported,reported,reported,reported,reported,reported,reported,reported
2025,IN,Indiana,18095,Madison County,130129,,,,,69,,20.1,7.6,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18097,Marion County,977203,1.4,,36,10.8,68,77,27.7,10.5,2.8,0.1,reported,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,IN,Indiana,18105,Monroe County,139718,,,,,,,18.3,7.2,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18123,Perry County,19170,,,,,63,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18127,Porter County,173215,,0.01,,,74,84,28.5,8.8,63,0.9,no_data,reported,no_data,no_data,reported,reported,reported,reported,reported,reported
2025,IN,Indiana,18129,Posey County,25222,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18145,Shelby County,45055,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18147,Spencer County,19810,,,,,,,17.6,7.8,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18141,St. Joseph County,272912,,,31,4,69,,29.1,8.3,,,no_data,no_data,reported,reported,reported,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18157,Tippecanoe County,186251,,,,,,,18.7,7.9,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,IN,Indiana,18163,Vanderburgh County,180136,1,,29.3,3.3,67,57,21.1,8.5,5.4,0.8,reported,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,IN,Indiana,18167,Vigo County,106153,,,,,62,,19.5,8.9,3.2,0.7,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,IN,Indiana,18169,Wabash County,30976,,,,,66,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,IN,Indiana,18173,Warrick County,63898,,,,,66,,,,25.6,0.6,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,reported,reported
2025,IN,Indiana,18183,Whitley County,34191,,,,,,,26.1,8.2,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,KS,Kansas,20045,Douglas County,118785,,,,,61,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KS,Kansas,20057,Ford County,34287,,,,,,146,13.3,5.4,,,no_data,no_data,no_data,no_data,no_data,reported,reported,reported,no_data,no_data
2025,KS,Kansas,20091,Johnson County,609863,,,,,62,79,21.9,8.3,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,KS,Kansas,20103,Leavenworth County,81881,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KS,Kansas,20133,Neosho County,15904,,,14.6,2.5,59,87,22.7,8.6,1.4,0.1,no_data,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,KS,Kansas,20169,Saline County,54303,,0.02,,,,,,,,,no_data,reported,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
2025,KS,Kansas,20173,Sedgwick County,523824,,,,5.7,63,105,,9.4,,,no_data,no_data,insufficient_data,reported,reported,reported,insufficient_data,reported,no_data,no_data
2025,KS,Kansas,20177,Shawnee County,178909,,,,,66,109,22.3,8.7,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,KS,Kansas,20181,Sherman County,5927,,,,,,95,,,,,no_data,no_data,no_data,no_data,no_data,reported,insufficient_data,insufficient_data,no_data,no_data
2025,KS,Kansas,20191,Sumner County,22382,,,,2.7,61,122,21.2,8.3,,0.3,no_data,no_data,insufficient_data,reported,reported,reported,reported,reported,insufficient_data,reported
2025,KS,Kansas,20195,Trego County,2808,,,,0.8,63,109,15.6,6,,0.8,no_data,no_data,insufficient_data,reported,reported,reported,reported,reported,insufficient_data,reported
2025,KS,Kansas,20209,Wyandotte County,169245,,,,9,66,111,24,8.7,,0.2,no_data,no_data,insufficient_data,reported,reported,reported,reported,reported,insufficient_data,reported
2025,KY,Kentucky,21013,Bell County,24097,,,,,59,,19,8.1,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21015,Boone County,135968,,,,,70,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21019,Boyd County,48261,,,,5.2,64,49,16,6.7,5.7,0.7,no_data,no_data,insufficient_data,reported,reported,reported,reported,reported,reported,reported
2025,KY,Kentucky,21029,Bullitt County,82217,,,,,64,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21037,Campbell County,93076,,,24.2,4.9,72,,15.4,6.7,5.6,0.2,no_data,no_data,reported,reported,reported,no_data,reported,reported,reported,reported
2025,KY,Kentucky,21043,Carter County,26627,,,,,61,19,12.1,5.5,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,KY,Kentucky,21047,Christian County,72748,,,,,62,,17.3,7.4,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21059,Daviess County,103312,,,23.2,4.6,61,,21.6,8.5,10.4,0.3,no_data,no_data,reported,reported,reported,no_data,reported,reported,reported,reported
2025,KY,Kentucky,21061,Edmonson County,12126,,,,,61,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21067,Fayette County,322570,,,35.8,6.6,61,25,16.3,7,4.3,1,no_data,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,KY,Kentucky,21089,Greenup County,35962,,,,,56,,,,6.7,1.4,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,reported,reported
2025,KY,Kentucky,21091,Hancock County,9095,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21093,Hardin County,110702,,,,,64,,17.1,6.9,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21101,Henderson County,44793,,,,,,,,,71.2,1.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,KY,Kentucky,21111,Jefferson County,782969,1,,45.9,13.2,71,75,21.4,8.8,19.9,0.9,reported,no_data,reported,reported,reported,reported,reported,reported,reported,reported
2025,KY,Kentucky,21113,Jessamine County,52991,,,,,65,,15.6,6.6,3.5,1.1,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,reported,reported
2025,KY,Kentucky,21139,Livingston County,8888,,,,,61,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21151,Madison County,92701,,0.02,,,,,,,,,no_data,reported,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21145,McCracken County,67875,,,36.6,4.9,59,,16.5,7.3,13.7,1,no_data,no_data,reported,reported,reported,no_data,reported,reported,reported,reported
2025,KY,Kentucky,21175,Morgan County,13726,,,,,59,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21185,Oldham County,67607,,,,,67,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21193,Perry County,28473,,,,,56,,14.7,6.2,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21195,Pike County,58669,,,,,56,,14.1,5.7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21199,Pulaski County,65034,,,,,57,,14.5,6.7,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21213,Simpson County,19594,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,KY,Kentucky,21227,Warren County,134554,,,,,59,,15.2,6.5,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,KY,Kentucky,21229,Washington County,12027,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22005,Ascension Parish,126500,,,29.2,5.8,62,,,,,,no_data,no_data,reported,reported,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22015,Bossier Parish,128746,,,,,66,58,,,4.8,0.7,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data,reported,reported
2025,LA,Louisiana,22017,Caddo Parish,237848,,,,,62,,17.1,8.8,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22019,Calcasieu Parish,216785,,,,5.6,65,58,18,7.7,2.1,0.8,no_data,no_data,insufficient_data,reported,reported,reported,reported,reported,reported,reported
2025,LA,Louisiana,22033,East Baton Rouge Parish,456781,0.6,0.01,39,7.7,64,65,16.1,8.6,16.6,0.4,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
2025,LA,Louisiana,22047,Iberville Parish,30241,,,17.1,2.6,66,,,,,,no_data,no_data,reported,reported,reported,no_data,insufficient_data,insufficient_data,no_data,no_data
2025,LA,Louisiana,22051,Jefferson Parish,440781,,,37.4,5.5,66,,16.5,7.8,,,no_data,no_data,reported,reported,reported,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22055,Lafayette Parish,241753,,,,,59,55,16.3,7.6,,,no_data,no_data,no_data,no_data,reported,reported,reported,reported,no_data,no_data
2025,LA,Louisiana,22057,Lafourche Parish,97557,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22063,Livingston Parish,142282,,,12.5,1.7,62,,,,,,no_data,no_data,reported,reported,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22071,Orleans Parish,383997,1.1,,42.8,9,,53,16,7.3,,,reported,no_data,reported,reported,no_data,reported,reported,reported,no_data,no_data
2025,LA,Louisiana,22073,Ouachita Parish,160368,,,,,60,,17,8,,,no_data,no_data,no_data,no_data,reported,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22077,Pointe Coupee Parish,20758,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22079,Rapides Parish,130023,,,,,,,16.4,7.4,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22087,St. Bernard Parish,43764,,,,,64,56,15.1,7.1,5.8,0.9,no_data,no_data,no_data,no_data,reported,reported,reported,reported,reported,reported
2025,LA,Louisiana,22089,St. Charles Parish,52549,,,,,,,,,21.2,0.6,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported
2025,LA,Louisiana,22093,St. James Parish,20192,,,,,60,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22095,St. John the Baptist Parish,42477,,0.01,,,61,,,,,,no_data,reported,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22099,St. Martin Parish,51767,,,,,62,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22103,St. Tammany Parish,264570,,,,,65,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,LA,Louisiana,22105,Tangipahoa Parish,133157,,,,,,,14.2,7.4,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22109,Terrebonne Parish,109580,,,,,,,16.6,7.8,,,no_data,no_data,no_data,no_data,no_data,no_data,reported,reported,no_data,no_data
2025,LA,Louisiana,22121,West Baton Rouge Parish,27199,,,35.2,7.3,64,,16.3,8.9,25.6,0.9,no_data,no_data,reported,reported,reported,no_data,reported,reported,reported,reported
2025,MA,Massachusetts,25001,Barnstable County,228996,,,,,67,,,,,,no_data,no_data,no_data,no_data,reported,no_data,no_data,no_data,no_data,no_data
2025,MA,Massachusetts,25003,Berkshire County,129026,,,34,4.6,63,,21.9,6.4,,,no_data,no_data,reported,reported,reported,no_data,reported,reported,no_data,no_data
