season,season_start_year,month,geography_type,geography,fips,age_group,estimate,ci_lower,ci_upper,sample_size
2012-13,2012,3,HHS Regions/National,Region 6,106,50-64 Years,44.5,42,47,9087
2012-13,2012,3,HHS Regions/National,Region 6,106,>=65 Years,66.6,64.2,69,9701
2012-13,2012,3,HHS Regions/National,Region 7,107,6 Months - 4 Years,68.3,64.4,72.2,1632
2012-13,2012,3,HHS Regions/National,Region 7,107,5-12 Years,51.6,48.5,54.7,2833
2012-13,2012,3,HHS Regions/National,Region 7,107,13-17 Years,38.5,34.7,42.3,1673
2012-13,2012,3,HHS Regions/National,Region 7,107,18-49 Years,33.4,31.4,35.4,11586
2012-13,2012,3,HHS Regions/National,Region 7,107,50-64 Years,48.5,46.3,50.7,10953
2012-13,2012,3,HHS Regions/National,Region 7,107,>=65 Years,70.9,69.1,72.7,11820
2012-13,2012,3,HHS Regions/National,Region 8,108,6 Months - 4 Years,70,66.2,73.8,2910
2012-13,2012,3,HHS Regions/National,Region 8,108,5-12 Years,55.2,52,58.4,4564
2012-13,2012,3,HHS Regions/National,Region 8,108,13-17 Years,39.6,35.4,43.8,2376
2012-13,2012,3,HHS Regions/National,Region 8,108,18-49 Years,34.7,33.3,36.1,13588
2012-13,2012,3,HHS Regions/National,Region 8,108,50-64 Years,48.3,46.5,50.1,12090
2012-13,2012,3,HHS Regions/National,Region 8,108,>=65 Years,67.6,65.8,69.4,11879
2012-13,2012,3,HHS Regions/National,Region 9,109,6 Months - 4 Years,67.9,62.9,72.9,2363
2012-13,2012,3,HHS Regions/National,Region 9,109,5-12 Years,56.6,52,61.2,3584
2012-13,2012,3,HHS Regions/National,Region 9,109,13-17 Years,39.8,34.5,45.1,2076
2012-13,2012,3,HHS Regions/National,Region 9,109,18-49 Years,28,25.6,30.4,8409
2012-13,2012,3,HHS Regions/National,Region 9,109,50-64 Years,43.1,40.4,45.8,6652
2012-13,2012,3,HHS Regions/National,Region 9,109,>=65 Years,65.3,62.6,68,7196
2012-13,2012,3,HHS Regions/National,United States,100,6 Months - 4 Years,68.2,66.7,69.7,28714
2012-13,2012,3,HHS Regions/National,United States,100,5-12 Years,57.7,56.5,58.9,47526
2012-13,2012,3,HHS Regions/National,United States,100,13-17 Years,42.2,40.7,43.7,24589
2012-13,2012,3,HHS Regions/National,United States,100,18-49 Years,30.3,29.7,30.9,120286
2012-13,2012,3,HHS Regions/National,United States,100,50-64 Years,44.6,43.8,45.4,112570
2012-13,2012,3,HHS Regions/National,United States,100,>=65 Years,65.5,64.7,66.3,115830
2012-13,2012,4,HHS Regions/National,Region 1,101,6 Months - 4 Years,81.9,78.1,85.7,2850
2012-13,2012,4,HHS Regions/National,Region 1,101,5-12 Years,72.8,70,75.6,5341
2012-13,2012,4,HHS Regions/National,Region 1,101,13-17 Years,58.3,54.6,62,2561
2012-13,2012,4,HHS Regions/National,Region 1,101,18-49 Years,38.6,37,40.2,14598
2012-13,2012,4,HHS Regions/National,Region 1,101,50-64 Years,50.6,48.8,52.4,14205
2012-13,2012,4,HHS Regions/National,Region 1,101,>=65 Years,69.2,67.6,70.8,13692
2012-13,2012,4,HHS Regions/National,Region 10,110,6 Months - 4 Years,69,62.9,75.1,1886
2012-13,2012,4,HHS Regions/National,Region 10,110,5-12 Years,51.9,48.4,55.4,3219
2012-13,2012,4,HHS Regions/National,Region 10,110,13-17 Years,40.1,35.3,44.9,1791
2012-13,2012,4,HHS Regions/National,Region 10,110,18-49 Years,31,29.2,32.8,7435
2012-13,2012,4,HHS Regions/National,Region 10,110,50-64 Years,45.8,43.8,47.8,6923
2012-13,2012,4,HHS Regions/National,Region 10,110,>=65 Years,64.1,62.1,66.1,6913
2012-13,2012,4,HHS Regions/National,Region 2,102,6 Months - 4 Years,76.9,72.9,80.9,1655
2012-13,2012,4,HHS Regions/National,Region 2,102,5-12 Years,65.2,62.1,68.3,2581
2012-13,2012,4,HHS Regions/National,Region 2,102,13-17 Years,47.8,44,51.6,1405
2012-13,2012,4,HHS Regions/National,Region 2,102,18-49 Years,30.9,28.7,33.1,6604
2012-13,2012,4,HHS Regions/National,Region 2,102,50-64 Years,44.1,41.6,46.6,5058
2012-13,2012,4,HHS Regions/National,Region 2,102,>=65 Years,66.4,63.9,68.9,4562
2012-13,2012,4,HHS Regions/National,Region 3,103,6 Months - 4 Years,77.6,72.9,82.3,3737
2012-13,2012,4,HHS Regions/National,Region 3,103,5-12 Years,69,65.4,72.6,5822
2012-13,2012,4,HHS Regions/National,Region 3,103,13-17 Years,45.8,41,50.6,2918
2012-13,2012,4,HHS Regions/National,Region 3,103,18-49 Years,34.2,32.6,35.8,13798
2012-13,2012,4,HHS Regions/National,Region 3,103,50-64 Years,46.8,45.2,48.4,13097
2012-13,2012,4,HHS Regions/National,Region 3,103,>=65 Years,67.7,66.1,69.3,13277
2012-13,2012,4,HHS Regions/National,Region 4,104,6 Months - 4 Years,64.7,61,68.4,3817
2012-13,2012,4,HHS Regions/National,Region 4,104,5-12 Years,52.4,49.8,55,6456
2012-13,2012,4,HHS Regions/National,Region 4,104,13-17 Years,39.8,36.4,43.2,3331
2012-13,2012,4,HHS Regions/National,Region 4,104,18-49 Years,27.7,26.3,29.1,19098
2012-13,2012,4,HHS Regions/National,Region 4,104,50-64 Years,42.1,40.3,43.9,19701
2012-13,2012,4,HHS Regions/National,Region 4,104,>=65 Years,64.5,62.5,66.5,22399
2012-13,2012,4,HHS Regions/National,Region 5,105,6 Months - 4 Years,66.2,63,69.4,3302
2012-13,2012,4,HHS Regions/National,Region 5,105,5-12 Years,55.7,53.2,58.2,5459
2012-13,2012,4,HHS Regions/National,Region 5,105,13-17 Years,40.4,37.4,43.4,2893
2012-13,2012,4,HHS Regions/National,Region 5,105,18-49 Years,29.4,28,30.8,15239
2012-13,2012,4,HHS Regions/National,Region 5,105,50-64 Years,45.1,43.5,46.7,14804
2012-13,2012,4,HHS Regions/National,Region 5,105,>=65 Years,62.8,61.2,64.4,14391
2012-13,2012,4,HHS Regions/National,Region 6,106,6 Months - 4 Years,66.2,62.5,69.9,4562
2012-13,2012,4,HHS Regions/National,Region 6,106,5-12 Years,59.4,55.7,63.1,7667
2012-13,2012,4,HHS Regions/National,Region 6,106,13-17 Years,42.1,37.2,47,3565
2012-13,2012,4,HHS Regions/National,Region 6,106,18-49 Years,30.9,28.7,33.1,9931
2012-13,2012,4,HHS Regions/National,Region 6,106,50-64 Years,44.8,42.3,47.3,9087
2012-13,2012,4,HHS Regions/National,Region 6,106,>=65 Years,67.4,65,69.8,9701
2012-13,2012,4,HHS Regions/National,Region 7,107,6 Months - 4 Years,69.5,65.2,73.8,1632
2012-13,2012,4,HHS Regions/National,Region 7,107,5-12 Years,51.6,48.5,54.7,2833
2012-13,2012,4,HHS Regions/National,Region 7,107,13-17 Years,38.6,34.8,42.4,1673
2012-13,2012,4,HHS Regions/National,Region 7,107,18-49 Years,33.5,31.5,35.5,11586
2012-13,2012,4,HHS Regions/National,Region 7,107,50-64 Years,48.7,46.5,50.9,10953
2012-13,2012,4,HHS Regions/National,Region 7,107,>=65 Years,71.2,69.4,73,11820
2012-13,2012,4,HHS Regions/National,Region 8,108,6 Months - 4 Years,70,66.2,73.8,2910
2012-13,2012,4,HHS Regions/National,Region 8,108,5-12 Years,55.3,52.1,58.5,4564
2012-13,2012,4,HHS Regions/National,Region 8,108,13-17 Years,39.6,35.4,43.8,2376
2012-13,2012,4,HHS Regions/National,Region 8,108,18-49 Years,35,33.4,36.6,13588
2012-13,2012,4,HHS Regions/National,Region 8,108,50-64 Years,48.4,46.6,50.2,12090
2012-13,2012,4,HHS Regions/National,Region 8,108,>=65 Years,67.9,66.1,69.7,11879
2012-13,2012,4,HHS Regions/National,Region 9,109,6 Months - 4 Years,68,63,73,2363
2012-13,2012,4,HHS Regions/National,Region 9,109,5-12 Years,57.9,53.1,62.7,3584
2012-13,2012,4,HHS Regions/National,Region 9,109,13-17 Years,40,34.7,45.3,2076
2012-13,2012,4,HHS Regions/National,Region 9,109,18-49 Years,28.6,26.2,31,8409
2012-13,2012,4,HHS Regions/National,Region 9,109,50-64 Years,43.6,40.9,46.3,6652
2012-13,2012,4,HHS Regions/National,Region 9,109,>=65 Years,65.9,63.2,68.6,7196
2012-13,2012,4,HHS Regions/National,United States,100,6 Months - 4 Years,69.3,67.8,70.8,28714
2012-13,2012,4,HHS Regions/National,United States,100,5-12 Years,58.3,57.1,59.5,47526
2012-13,2012,4,HHS Regions/National,United States,100,13-17 Years,42.4,40.9,43.9,24589
2012-13,2012,4,HHS Regions/National,United States,100,18-49 Years,30.7,30.1,31.3,120286
2012-13,2012,4,HHS Regions/National,United States,100,50-64 Years,44.9,44.1,45.7,112570
2012-13,2012,4,HHS Regions/National,United States,100,>=65 Years,66,65.2,66.8,115830
2012-13,2012,5,HHS Regions/National,Region 1,101,6 Months - 4 Years,81.9,78.1,85.7,2850
2012-13,2012,5,HHS Regions/National,Region 1,101,5-12 Years,72.8,70,75.6,5341
2012-13,2012,5,HHS Regions/National,Region 1,101,13-17 Years,58.8,55.1,62.5,2561
2012-13,2012,5,HHS Regions/National,Region 1,101,18-49 Years,38.8,37.2,40.4,14598
2012-13,2012,5,HHS Regions/National,Region 1,101,50-64 Years,50.7,48.9,52.5,14205
2012-13,2012,5,HHS Regions/National,Region 1,101,>=65 Years,69.4,67.6,71.2,13692
2012-13,2012,5,HHS Regions/National,Region 10,110,6 Months - 4 Years,72.2,64.8,79.6,1886
2012-13,2012,5,HHS Regions/National,Region 10,110,5-12 Years,51.9,48.4,55.4,3219
2012-13,2012,5,HHS Regions/National,Region 10,110,13-17 Years,40.1,35.3,44.9,1791
2012-13,2012,5,HHS Regions/National,Region 10,110,18-49 Years,31,29.2,32.8,7435
2012-13,2012,5,HHS Regions/National,Region 10,110,50-64 Years,45.8,43.8,47.8,6923
2012-13,2012,5,HHS Regions/National,Region 10,110,>=65 Years,64.5,62.5,66.5,6913
2012-13,2012,5,HHS Regions/National,Region 2,102,6 Months - 4 Years,76.9,72.9,80.9,1655
2012-13,2012,5,HHS Regions/National,Region 2,102,5-12 Years,65.6,62.5,68.7,2581
2012-13,2012,5,HHS Regions/National,Region 2,102,13-17 Years,48.1,44.2,52,1405
2012-13,2012,5,HHS Regions/National,Region 2,102,18-49 Years,30.9,28.7,33.1,6604
2012-13,2012,5,HHS Regions/National,Region 2,102,50-64 Years,44.1,41.6,46.6,5058
2012-13,2012,5,HHS Regions/National,Region 2,102,>=65 Years,66.8,64.3,69.3,4562
2012-13,2012,5,HHS Regions/National,Region 3,103,6 Months - 4 Years,77.7,73,82.4,3737
2012-13,2012,5,HHS Regions/National,Region 3,103,5-12 Years,69.1,65.5,72.7,5822
2012-13,2012,5,HHS Regions/National,Region 3,103,13-17 Years,45.8,41,50.6,2918
2012-13,2012,5,HHS Regions/National,Region 3,103,18-49 Years,35,33.2,36.8,13798
2012-13,2012,5,HHS Regions/National,Region 3,103,50-64 Years,46.8,45.2,48.4,13097
2012-13,2012,5,HHS Regions/National,Region 3,103,>=65 Years,67.8,66.2,69.4,13277
2012-13,2012,5,HHS Regions/National,Region 4,104,6 Months - 4 Years,65.6,61.7,69.5,3817
2012-13,2012,5,HHS Regions/National,Region 4,104,5-12 Years,53.2,50.4,56,6456
2012-13,2012,5,HHS Regions/National,Region 4,104,13-17 Years,39.8,36.4,43.2,3331
2012-13,2012,5,HHS Regions/National,Region 4,104,18-49 Years,28.3,26.9,29.7,19098
2012-13,2012,5,HHS Regions/National,Region 4,104,50-64 Years,42.2,40.4,44,19701
2012-13,2012,5,HHS Regions/National,Region 4,104,>=65 Years,64.7,62.7,66.7,22399
2012-13,2012,5,HHS Regions/National,Region 5,105,6 Months - 4 Years,66.4,63.2,69.6,3302
2012-13,2012,5,HHS Regions/National,Region 5,105,5-12 Years,55.7,53.2,58.2,5459
2012-13,2012,5,HHS Regions/National,Region 5,105,13-17 Years,40.4,37.4,43.4,2893
2012-13,2012,5,HHS Regions/National,Region 5,105,18-49 Years,29.8,28.2,31.4,15239
2012-13,2012,5,HHS Regions/National,Region 5,105,50-64 Years,45.2,43.6,46.8,14804
2012-13,2012,5,HHS Regions/National,Region 5,105,>=65 Years,63.3,61.7,64.9,14391
2012-13,2012,5,HHS Regions/National,Region 6,106,6 Months - 4 Years,67.3,63.4,71.2,4562
2012-13,2012,5,HHS Regions/National,Region 6,106,5-12 Years,59.5,55.8,63.2,7667
2012-13,2012,5,HHS Regions/National,Region 6,106,13-17 Years,42.1,37.2,47,3565
2012-13,2012,5,HHS Regions/National,Region 6,106,18-49 Years,31.1,28.9,33.3,9931
2012-13,2012,5,HHS Regions/National,Region 6,106,50-64 Years,44.9,42.4,47.4,9087
2012-13,2012,5,HHS Regions/National,Region 6,106,>=65 Years,67.7,65.3,70.1,9701
2012-13,2012,5,HHS Regions/National,Region 7,107,6 Months - 4 Years,69.5,65.2,73.8,1632
2012-13,2012,5,HHS Regions/National,Region 7,107,5-12 Years,51.6,48.5,54.7,2833
2012-13,2012,5,HHS Regions/National,Region 7,107,13-17 Years,39.4,35.4,43.4,1673
2012-13,2012,5,HHS Regions/National,Region 7,107,18-49 Years,33.9,31.9,35.9,11586
2012-13,2012,5,HHS Regions/National,Region 7,107,50-64 Years,48.8,46.6,51,10953
2012-13,2012,5,HHS Regions/National,Region 7,107,>=65 Years,71.3,69.5,73.1,11820
2012-13,2012,5,HHS Regions/National,Region 8,108,6 Months - 4 Years,70,66.2,73.8,2910
2012-13,2012,5,HHS Regions/National,Region 8,108,5-12 Years,56,52.7,59.3,4564
2012-13,2012,5,HHS Regions/National,Region 8,108,13-17 Years,39.6,35.4,43.8,2376
2012-13,2012,5,HHS Regions/National,Region 8,108,18-49 Years,35,33.4,36.6,13588
2012-13,2012,5,HHS Regions/National,Region 8,108,50-64 Years,48.5,46.7,50.3,12090
2012-13,2012,5,HHS Regions/National,Region 8,108,>=65 Years,68.1,66.3,69.9,11879
2012-13,2012,5,HHS Regions/National,Region 9,109,6 Months - 4 Years,68.6,63.5,73.7,2363
2012-13,2012,5,HHS Regions/National,Region 9,109,5-12 Years,58,53.2,62.8,3584
2012-13,2012,5,HHS Regions/National,Region 9,109,13-17 Years,40,34.7,45.3,2076
2012-13,2012,5,HHS Regions/National,Region 9,109,18-49 Years,29.3,26.9,31.7,8409
2012-13,2012,5,HHS Regions/National,Region 9,109,50-64 Years,43.8,41.1,46.5,6652
2012-13,2012,5,HHS Regions/National,Region 9,109,>=65 Years,65.9,63.2,68.6,7196
2012-13,2012,5,HHS Regions/National,United States,100,6 Months - 4 Years,69.8,68.2,71.4,28714
2012-13,2012,5,HHS Regions/National,United States,100,5-12 Years,58.6,57.3,59.9,47526
2012-13,2012,5,HHS Regions/National,United States,100,13-17 Years,42.5,41,44,24589
2012-13,2012,5,HHS Regions/National,United States,100,18-49 Years,31.1,30.3,31.9,120286
2012-13,2012,5,HHS Regions/National,United States,100,50-64 Years,45.1,44.3,45.9,112570
2012-13,2012,5,HHS Regions/National,United States,100,>=65 Years,66.2,65.4,67,115830
2012-13,2012,7,HHS Regions/National,Region 1,101,6 Months - 4 Years,2.8,1.2,4.4,2850
2012-13,2012,7,HHS Regions/National,Region 1,101,18-49 Years,0.2,0.2,0.2,14598
2012-13,2012,7,HHS Regions/National,Region 1,101,50-64 Years,0.1,0.1,0.1,14205
2012-13,2012,7,HHS Regions/National,Region 10,110,18-49 Years,0.4,0.2,0.6,7435
2012-13,2012,7,HHS Regions/National,Region 10,110,50-64 Years,0.1,0.1,0.1,6923
2012-13,2012,7,HHS Regions/National,Region 10,110,>=65 Years,0.1,0.1,0.1,6913
2012-13,2012,7,HHS Regions/National,Region 2,102,6 Months - 4 Years,1.7,1,2.4,1655
2012-13,2012,7,HHS Regions/National,Region 2,102,5-12 Years,1.1,0.5,1.7,2581
2012-13,2012,7,HHS Regions/National,Region 2,102,18-49 Years,0.1,0.1,0.1,6604
2012-13,2012,7,HHS Regions/National,Region 2,102,50-64 Years,0.1,0.1,0.1,5058
2012-13,2012,7,HHS Regions/National,Region 2,102,>=65 Years,0.1,0.1,0.1,4562
2012-13,2012,7,HHS Regions/National,Region 3,103,6 Months - 4 Years,1.1,0.5,1.7,3737
2012-13,2012,7,HHS Regions/National,Region 3,103,18-49 Years,0.1,0.1,0.1,13798
2012-13,2012,7,HHS Regions/National,Region 3,103,50-64 Years,0.1,0.1,0.1,13097
2012-13,2012,7,HHS Regions/National,Region 3,103,>=65 Years,0.2,0.2,0.2,13277
2012-13,2012,7,HHS Regions/National,Region 4,104,6 Months - 4 Years,2,1.2,2.8,3817
2012-13,2012,7,HHS Regions/National,Region 4,104,5-12 Years,2.4,1.6,3.2,6456
2012-13,2012,7,HHS Regions/National,Region 4,104,13-17 Years,1.2,0.5,1.9,3331
2012-13,2012,7,HHS Regions/National,Region 5,105,5-12 Years,0.7,0.4,1,5459
2012-13,2012,7,HHS Regions/National,Region 5,105,18-49 Years,0.1,0.1,0.1,15239
2012-13,2012,7,HHS Regions/National,Region 5,105,50-64 Years,0.1,0.1,0.1,14804
2012-13,2012,7,HHS Regions/National,Region 6,106,6 Months - 4 Years,3.2,2,4.4,4562
2012-13,2012,7,HHS Regions/National,Region 6,106,5-12 Years,1.6,1,2.2,7667
2012-13,2012,7,HHS Regions/National,Region 6,106,13-17 Years,0.5,0.3,0.7,3565
2012-13,2012,7,HHS Regions/National,Region 7,107,6 Months - 4 Years,1,0.5,1.5,1632
2012-13,2012,7,HHS Regions/National,Region 7,107,5-12 Years,0.8,0.4,1.2,2833
2012-13,2012,7,HHS Regions/National,Region 7,107,50-64 Years,0.1,0.1,0.1,10953
2012-13,2012,7,HHS Regions/National,Region 8,108,6 Months - 4 Years,0.9,0.4,1.4,2910
2012-13,2012,7,HHS Regions/National,Region 8,108,50-64 Years,0.1,0.1,0.1,12090
2012-13,2012,7,HHS Regions/National,Region 8,108,>=65 Years,0.1,0.1,0.1,11879
2012-13,2012,7,HHS Regions/National,Region 9,109,6 Months - 4 Years,3.6,1.8,5.4,2363
2012-13,2012,7,HHS Regions/National,Region 9,109,5-12 Years,2.7,1.7,3.7,3584
2012-13,2012,7,HHS Regions/National,Region 9,109,13-17 Years,2.5,1.1,3.9,2076
2012-13,2012,7,HHS Regions/National,United States,100,6 Months - 4 Years,2.3,1.8,2.8,28714
2012-13,2012,7,HHS Regions/National,United States,100,5-12 Years,1.6,1.3,1.9,47526
2012-13,2012,7,HHS Regions/National,United States,100,13-17 Years,1.1,0.8,1.4,24589
2012-13,2012,7,HHS Regions/National,United States,100,18-49 Years,0.2,0.2,0.2,120286
2012-13,2012,7,HHS Regions/National,United States,100,50-64 Years,0.1,0.1,0.1,112570
2012-13,2012,7,HHS Regions/National,United States,100,>=65 Years,0.2,0.2,0.2,115830
2012-13,2012,8,HHS Regions/National,Region 1,101,6 Months - 4 Years,8.6,6.2,11,2850
2012-13,2012,8,HHS Regions/National,Region 1,101,5-12 Years,5.3,3.5,7.1,5341
2012-13,2012,8,HHS Regions/National,Region 1,101,13-17 Years,5.2,3.2,7.2,2561
2012-13,2012,8,HHS Regions/National,Region 1,101,18-49 Years,0.9,0.7,1.1,14598
2012-13,2012,8,HHS Regions/National,Region 1,101,50-64 Years,0.7,0.5,0.9,14205
2012-13,2012,8,HHS Regions/National,Region 1,101,>=65 Years,1.2,1,1.4,13692
2012-13,2012,8,HHS Regions/National,Region 10,110,6 Months - 4 Years,6.2,4.3,8.1,1886
2012-13,2012,8,HHS Regions/National,Region 10,110,5-12 Years,3.6,2.5,4.7,3219
2012-13,2012,8,HHS Regions/National,Region 10,110,13-17 Years,4.7,2.4,7,1791
2012-13,2012,8,HHS Regions/National,Region 10,110,18-49 Years,1,0.6,1.4,7435
2012-13,2012,8,HHS Regions/National,Region 10,110,50-64 Years,0.9,0.5,1.3,6923
2012-13,2012,8,HHS Regions/National,Region 10,110,>=65 Years,1.3,0.9,1.7,6913
2012-13,2012,8,HHS Regions/National,Region 2,102,6 Months - 4 Years,5.8,4.2,7.4,1655
2012-13,2012,8,HHS Regions/National,Region 2,102,5-12 Years,6.6,5.1,8.1,2581
2012-13,2012,8,HHS Regions/National,Region 2,102,13-17 Years,4.2,2.6,5.8,1405
2012-13,2012,8,HHS Regions/National,Region 2,102,18-49 Years,0.9,0.5,1.3,6604
2012-13,2012,8,HHS Regions/National,Region 2,102,>=65 Years,1.6,1,2.2,4562
2012-13,2012,8,HHS Regions/National,Region 3,103,6 Months - 4 Years,7,4.7,9.3,3737
2012-13,2012,8,HHS Regions/National,Region 3,103,5-12 Years,6.2,4.5,7.9,5822
2012-13,2012,8,HHS Regions/National,Region 3,103,13-17 Years,3.6,2.4,4.8,2918
2012-13,2012,8,HHS Regions/National,Region 3,103,18-49 Years,1.3,0.9,1.7,13798
2012-13,2012,8,HHS Regions/National,Region 3,103,50-64 Years,1.2,0.8,1.6,13097
2012-13,2012,8,HHS Regions/National,Region 3,103,>=65 Years,1.4,1,1.8,13277
2012-13,2012,8,HHS Regions/National,Region 4,104,6 Months - 4 Years,7.6,6.1,9.1,3817
2012-13,2012,8,HHS Regions/National,Region 4,104,5-12 Years,8,6.5,9.5,6456
2012-13,2012,8,HHS Regions/National,Region 4,104,13-17 Years,5.1,3.7,6.5,3331
2012-13,2012,8,HHS Regions/National,Region 4,104,18-49 Years,1.2,1,1.4,19098
2012-13,2012,8,HHS Regions/National,Region 4,104,50-64 Years,1.3,0.9,1.7,19701
2012-13,2012,8,HHS Regions/National,Region 4,104,>=65 Years,2.1,1.3,2.9,22399
2012-13,2012,8,HHS Regions/National,Region 5,105,6 Months - 4 Years,7.1,5.1,9.1,3302
2012-13,2012,8,HHS Regions/National,Region 5,105,5-12 Years,4.9,4,5.8,5459
2012-13,2012,8,HHS Regions/National,Region 5,105,13-17 Years,3.2,2.1,4.3,2893
2012-13,2012,8,HHS Regions/National,Region 5,105,18-49 Years,1.1,0.9,1.3,15239
2012-13,2012,8,HHS Regions/National,Region 5,105,50-64 Years,0.9,0.7,1.1,14804
2012-13,2012,8,HHS Regions/National,Region 5,105,>=65 Years,1.2,1,1.4,14391
2012-13,2012,8,HHS Regions/National,Region 6,106,6 Months - 4 Years,9.3,7.5,11.1,4562
2012-13,2012,8,HHS Regions/National,Region 6,106,5-12 Years,7.6,6.4,8.8,7667
2012-13,2012,8,HHS Regions/National,Region 6,106,13-17 Years,5.4,3.6,7.2,3565
2012-13,2012,8,HHS Regions/National,Region 6,106,18-49 Years,1.2,0.8,1.6,9931
2012-13,2012,8,HHS Regions/National,Region 6,106,50-64 Years,1,0.6,1.4,9087
2012-13,2012,8,HHS Regions/National,Region 6,106,>=65 Years,1.4,1,1.8,9701
2012-13,2012,8,HHS Regions/National,Region 7,107,6 Months - 4 Years,6.2,4.5,7.9,1632
2012-13,2012,8,HHS Regions/National,Region 7,107,5-12 Years,4.2,3.2,5.2,2833
2012-13,2012,8,HHS Regions/National,Region 7,107,13-17 Years,3.4,2.2,4.6,1673
2012-13,2012,8,HHS Regions/National,Region 7,107,18-49 Years,0.8,0.6,1,11586
2012-13,2012,8,HHS Regions/National,Region 7,107,50-64 Years,0.6,0.4,0.8,10953
2012-13,2012,8,HHS Regions/National,Region 7,107,>=65 Years,0.9,0.7,1.1,11820
2012-13,2012,8,HHS Regions/National,Region 8,108,6 Months - 4 Years,5.3,3.8,6.8,2910
2012-13,2012,8,HHS Regions/National,Region 8,108,5-12 Years,4.3,3,5.6,4564
2012-13,2012,8,HHS Regions/National,Region 8,108,13-17 Years,2.4,1.3,3.5,2376
2012-13,2012,8,HHS Regions/National,Region 8,108,18-49 Years,1,0.8,1.2,13588
2012-13,2012,8,HHS Regions/National,Region 8,108,50-64 Years,0.8,0.6,1,12090
2012-13,2012,8,HHS Regions/National,Region 8,108,>=65 Years,1,0.6,1.4,11879
2012-13,2012,8,HHS Regions/National,Region 9,109,6 Months - 4 Years,9.2,6.1,12.3,2363
2012-13,2012,8,HHS Regions/National,Region 9,109,5-12 Years,8.1,6.2,10,3584
2012-13,2012,8,HHS Regions/National,Region 9,109,13-17 Years,5.4,3.3,7.5,2076
2012-13,2012,8,HHS Regions/National,Region 9,109,18-49 Years,1.1,0.7,1.5,8409
2012-13,2012,8,HHS Regions/National,Region 9,109,50-64 Years,1.2,0.8,1.6,6652
2012-13,2012,8,HHS Regions/National,Region 9,109,>=65 Years,1.6,1.2,2,7196
2012-13,2012,8,HHS Regions/National,United States,100,6 Months - 4 Years,7.6,6.8,8.4,28714
2012-13,2012,8,HHS Regions/National,United States,100,5-12 Years,6.5,6,7,47526
2012-13,2012,8,HHS Regions/National,United States,100,13-17 Years,4.4,3.8,5,24589
2012-13,2012,8,HHS Regions/National,United States,100,18-49 Years,1.1,0.9,1.3,120286
2012-13,2012,8,HHS Regions/National,United States,100,50-64 Years,1.1,0.9,1.3,112570
2012-13,2012,8,HHS Regions/National,United States,100,>=65 Years,1.5,1.3,1.7,115830
2012-13,2012,9,HHS Regions/National,Region 1,101,6 Months - 4 Years,22.2,19,25.4,2850
2012-13,2012,9,HHS Regions/National,Region 1,101,5-12 Years,17.9,15.4,20.4,5341
2012-13,2012,9,HHS Regions/National,Region 1,101,13-17 Years,13.6,11,16.2,2561
2012-13,2012,9,HHS Regions/National,Region 1,101,18-49 Years,5.8,5.2,6.4,14598
2012-13,2012,9,HHS Regions/National,Region 1,101,50-64 Years,6.8,6.2,7.4,14205
2012-13,2012,9,HHS Regions/National,Region 1,101,>=65 Years,12,11,13,13692
2012-13,2012,9,HHS Regions/National,Region 10,110,6 Months - 4 Years,16.4,13.4,19.4,1886
2012-13,2012,9,HHS Regions/National,Region 10,110,5-12 Years,13,10.8,15.2,3219
2012-13,2012,9,HHS Regions/National,Region 10,110,13-17 Years,10.6,7.8,13.4,1791
2012-13,2012,9,HHS Regions/National,Region 10,110,18-49 Years,4.4,3.8,5,7435
2012-13,2012,9,HHS Regions/National,Region 10,110,50-64 Years,7.1,6.3,7.9,6923
2012-13,2012,9,HHS Regions/National,Region 10,110,>=65 Years,11.4,10.4,12.4,6913
2012-13,2012,9,HHS Regions/National,Region 2,102,6 Months - 4 Years,22.5,18.7,26.3,1655
2012-13,2012,9,HHS Regions/National,Region 2,102,5-12 Years,20.1,17.9,22.3,2581
2012-13,2012,9,HHS Regions/National,Region 2,102,13-17 Years,14.4,11.8,17,1405
2012-13,2012,9,HHS Regions/National,Region 2,102,18-49 Years,4.9,4.1,5.7,6604
2012-13,2012,9,HHS Regions/National,Region 2,102,50-64 Years,7.2,5.8,8.6,5058
2012-13,2012,9,HHS Regions/National,Region 2,102,>=65 Years,12.3,10.7,13.9,4562
2012-13,2012,9,HHS Regions/National,Region 3,103,6 Months - 4 Years,22.8,18.9,26.7,3737
2012-13,2012,9,HHS Regions/National,Region 3,103,5-12 Years,18,15.6,20.4,5822
2012-13,2012,9,HHS Regions/National,Region 3,103,13-17 Years,11.6,9.3,13.9,2918
2012-13,2012,9,HHS Regions/National,Region 3,103,18-49 Years,6,5.4,6.6,13798
2012-13,2012,9,HHS Regions/National,Region 3,103,50-64 Years,7.6,6.8,8.4,13097
2012-13,2012,9,HHS Regions/National,Region 3,103,>=65 Years,13.4,12.4,14.4,13277
2012-13,2012,9,HHS Regions/National,Region 4,104,6 Months - 4 Years,18.9,16.7,21.1,3817
2012-13,2012,9,HHS Regions/National,Region 4,104,5-12 Years,15.3,13.6,17,6456
2012-13,2012,9,HHS Regions/National,Region 4,104,13-17 Years,9.8,8.2,11.4,3331
2012-13,2012,9,HHS Regions/National,Region 4,104,18-49 Years,4.7,4.3,5.1,19098
2012-13,2012,9,HHS Regions/National,Region 4,104,50-64 Years,7.1,6.3,7.9,19701
