season,season_start_year,month,geography,estimate_50_64_years,estimate_ge_65_years,estimate_6_months_4_years,estimate_5_12_years,estimate_13_17_years,estimate_18_49_years,ci_lower_50_64_years,ci_lower_ge_65_years,ci_lower_6_months_4_years,ci_lower_5_12_years,ci_lower_13_17_years,ci_lower_18_49_years,ci_upper_50_64_years,ci_upper_ge_65_years,ci_upper_6_months_4_years,ci_upper_5_12_years,ci_upper_13_17_years,ci_upper_18_49_years,sample_size_50_64_years,sample_size_ge_65_years,sample_size_6_months_4_years,sample_size_5_12_years,sample_size_13_17_years,sample_size_18_49_years
2013-14,2013,1,Region 3,45.4,64.4,70.8,60.4,46.4,32.1,43.6,62.8,67,57.5,42.4,30.5,47.2,66,74.6,63.3,50.4,33.7,12325,13084,5161,8081,3587,11885
2013-14,2013,1,Region 4,39.9,62,60.3,52.2,41.4,26.5,38.5,60.8,57.5,50.2,38.7,25.3,41.3,63.2,63.1,54.2,44.1,27.7,18117,21323,4750,8467,3948,17759
2013-14,2013,1,Region 5,42.4,59.8,65.6,53.1,41.3,29.1,41,58.4,62.9,51.2,38.5,27.9,43.8,61.2,68.3,55,44.1,30.3,16517,15968,4340,7792,3402,17360
2013-14,2013,1,Region 6,43.2,62,65.4,61.5,45.5,27.6,40.7,59.6,61.5,58.5,41.8,25.6,45.7,64.4,69.3,64.5,49.2,29.6,10404,11884,5475,9737,4249,11375
2013-14,2013,1,Region 7,47.1,66.9,66.6,56.6,38.8,33,45.1,65.3,62.8,53.9,35.1,31.2,49.1,68.5,70.4,59.3,42.5,34.8,12638,14283,1977,3516,1681,12658
2013-14,2013,1,Region 8,46.7,65,64.8,56.4,44,34.1,45.3,63.6,61.3,53.8,40.1,32.9,48.1,66.4,68.3,59,47.9,35.3,14645,14550,3327,5669,2776,18002
2013-14,2013,1,Region 9,38.9,58.9,67.7,57.5,46.1,25.4,36.2,56.4,62.9,53.7,40.3,23.2,41.6,61.4,72.5,61.3,51.9,27.6,5493,6592,2999,4780,2193,6579
2013-14,2013,1,United States,43,62.1,66.3,57.5,44,29.5,42.4,61.5,65,56.5,42.6,28.9,43.6,62.7,67.6,58.5,45.4,30.1,113751,121113,36196,62590,28074,119708
2013-14,2013,2,Region 1,49.2,64.6,82.7,70.1,56.8,37.7,47.4,62.8,80.2,67.6,52.9,35.5,51,66.4,85.2,72.6,60.7,39.9,11924,12030,3651,7057,2814,10863
2013-14,2013,2,Region 10,46,60.5,62.1,55.3,40.7,32.5,43.8,58.5,57,51.8,36.4,30.5,48.2,62.5,67.2,58.8,45,34.5,6473,6535,2398,4198,1861,7208
2013-14,2013,2,Region 2,43.8,63.5,75.4,67,46.6,32.7,41.4,61.1,72.2,64.5,42.7,30.3,46.2,65.9,78.6,69.5,50.5,35.1,5215,4864,2118,3293,1563,6019
2013-14,2013,2,Region 3,46.7,65.8,72.3,61.8,47.4,34,44.9,64.2,68.5,58.9,43.4,32.2,48.5,67.4,76.1,64.7,51.4,35.8,12325,13084,5161,8081,3587,11885
2013-14,2013,2,Region 4,41.5,63.6,63,53.8,42.6,28.2,40.1,62.4,60.2,51.8,39.8,27,42.9,64.8,65.8,55.8,45.4,29.4,18117,21323,4750,8467,3948,17759
2013-14,2013,2,Region 5,43.5,61.1,66.3,54.5,42.4,30.5,42.1,59.7,63.6,52.6,39.6,29.3,44.9,62.5,69,56.4,45.2,31.7,16517,15968,4340,7792,3402,17360
2013-14,2013,2,Region 6,44.6,63.4,68.4,63,47,28.8,41.9,61,64.4,60,43.3,26.8,47.3,65.8,72.4,66,50.7,30.8,10404,11884,5475,9737,4249,11375
2013-14,2013,2,Region 7,48.7,69.2,68.2,57.4,39.5,33.9,46.5,67.6,64.4,54.7,35.8,32.1,50.9,70.8,72,60.1,43.2,35.7,12638,14283,1977,3516,1681,12658
2013-14,2013,2,Region 8,47.5,66.4,66.7,57.8,44.7,35.3,46.1,65,63.2,55.1,40.7,34.1,48.9,67.8,70.2,60.5,48.7,36.5,14645,14550,3327,5669,2776,18002
2013-14,2013,2,Region 9,40.9,61.2,69.1,60.3,47.2,27,38.2,58.7,64.3,56.4,41.4,24.8,43.6,63.7,73.9,64.2,53,29.2,5493,6592,2999,4780,2193,6579
2013-14,2013,2,United States,44.4,63.6,68.3,59.2,45.2,31,43.8,63,67,58.2,43.7,30.4,45,64.2,69.6,60.2,46.7,31.6,113751,121113,36196,62590,28074,119708
2013-14,2013,3,Region 1,50,65.1,83.7,70.7,57.1,38.5,48,63.3,81.2,68.1,53.2,36.3,52,66.9,86.2,73.3,61,40.7,11924,12030,3651,7057,2814,10863
2013-14,2013,3,Region 10,46.5,61.5,63.9,55.7,41.3,32.8,44.3,59.5,58.6,52.2,37,30.8,48.7,63.5,69.2,59.2,45.6,34.8,6473,6535,2398,4198,1861,7208
2013-14,2013,3,Region 2,44.5,64.4,76.8,67.5,48.8,33.3,42.1,62,73.6,65,44.4,30.9,46.9,66.8,80,70,53.2,35.7,5215,4864,2118,3293,1563,6019
2013-14,2013,3,Region 3,47.2,66.9,72.7,62.1,47.9,34.5,45.4,65.1,68.9,59.2,43.8,32.7,49,68.7,76.5,65,52,36.3,12325,13084,5161,8081,3587,11885
2013-14,2013,3,Region 4,42.4,64.4,64.1,54.7,42.8,28.8,41,63.2,61.2,52.7,40,27.6,43.8,65.6,67,56.7,45.6,30,18117,21323,4750,8467,3948,17759
2013-14,2013,3,Region 5,43.7,61.7,67.2,55.4,43.2,31.3,42.3,60.3,64.5,53.5,40.3,29.9,45.1,63.1,69.9,57.3,46.1,32.7,16517,15968,4340,7792,3402,17360
2013-14,2013,3,Region 6,45,64.3,70.9,64.1,47.7,29.7,42.3,61.9,66.8,61.1,43.9,27.7,47.7,66.7,75,67.1,51.5,31.7,10404,11884,5475,9737,4249,11375
2013-14,2013,3,Region 7,49.2,69.8,68.3,58.6,40.2,34.7,47,68.2,64.5,55.7,36.4,32.9,51.4,71.4,72.1,61.5,44,36.5,12638,14283,1977,3516,1681,12658
2013-14,2013,3,Region 8,48,67.2,67.8,58,44.7,36,46.6,65.8,64.2,55.3,40.7,34.6,49.4,68.6,71.4,60.7,48.7,37.4,14645,14550,3327,5669,2776,18002
2013-14,2013,3,Region 9,41.8,62.5,69.9,61.3,47.3,28,39.1,60,65.1,57.4,41.5,25.6,44.5,65,74.7,65.2,53.1,30.4,5493,6592,2999,4780,2193,6579
2013-14,2013,3,United States,44.9,64.4,69.5,60,45.8,31.7,44.3,63.8,68.2,59,44.3,31.1,45.5,65,70.8,61,47.3,32.3,113751,121113,36196,62590,28074,119708
2013-14,2013,4,Region 1,50.1,65.4,83.8,70.8,57.1,38.5,48.1,63.6,81.3,68.2,53.2,36.3,52.1,67.2,86.3,73.4,61,40.7,11924,12030,3651,7057,2814,10863
2013-14,2013,4,Region 10,46.8,61.9,65.4,55.8,41.7,33,44.6,59.9,59.9,52.3,37.3,31,49,63.9,70.9,59.3,46.1,35,6473,6535,2398,4198,1861,7208
2013-14,2013,4,Region 2,44.9,64.6,78.1,68.2,49.2,33.5,42.4,62.2,74.8,65.6,44.8,31,47.4,67,81.4,70.8,53.6,36,5215,4864,2118,3293,1563,6019
2013-14,2013,4,Region 3,47.5,67.2,72.9,63.2,48.9,35,45.7,65.4,69.1,60.1,44.6,33.2,49.3,69,76.7,66.3,53.2,36.8,12325,13084,5161,8081,3587,11885
2013-14,2013,4,Region 4,42.8,64.8,64.5,55.8,43.3,29.4,41.4,63.6,61.6,53.7,40.5,28,44.2,66,67.4,57.9,46.1,30.8,18117,21323,4750,8467,3948,17759
2013-14,2013,4,Region 5,43.9,62,67.7,55.6,43.6,31.5,42.5,60.6,65,53.6,40.7,30.1,45.3,63.4,70.4,57.6,46.5,32.9,16517,15968,4340,7792,3402,17360
2013-14,2013,4,Region 6,45.2,64.5,71.6,64.5,47.8,30.1,42.5,62.1,67.5,61.5,44,28.1,47.9,66.9,75.7,67.5,51.6,32.1,10404,11884,5475,9737,4249,11375
2013-14,2013,4,Region 7,49.4,70.1,68.8,58.6,40.3,35,47.2,68.5,64.9,55.7,36.5,33.2,51.6,71.7,72.7,61.5,44.1,36.8,12638,14283,1977,3516,1681,12658
2013-14,2013,4,Region 8,48,67.5,70.2,58.1,44.8,36.3,46.6,66.1,66.1,55.4,40.8,34.9,49.4,68.9,74.3,60.8,48.8,37.7,14645,14550,3327,5669,2776,18002
2013-14,2013,4,Region 9,42,62.9,70.5,61.4,48.8,28.4,39.3,60.4,65.7,57.4,42.6,26,44.7,65.4,75.3,65.4,55,30.8,5493,6592,2999,4780,2193,6579
2013-14,2013,4,United States,45.2,64.7,70.1,60.5,46.3,32.1,44.6,64.1,68.8,59.5,44.8,31.5,45.8,65.3,71.4,61.5,47.8,32.7,113751,121113,36196,62590,28074,119708
2013-14,2013,5,Region 1,50.3,65.5,84.1,70.8,57.1,38.9,48.3,63.7,81.5,68.2,53.2,36.7,52.3,67.3,86.7,73.4,61,41.1,11924,12030,3651,7057,2814,10863
2013-14,2013,5,Region 10,47.1,62,65.5,56.2,41.7,33.1,44.9,60,60,52.6,37.3,31.1,49.3,64,71,59.8,46.1,35.1,6473,6535,2398,4198,1861,7208
2013-14,2013,5,Region 2,45.4,65.3,78.1,68.3,49.2,33.5,42.9,62.8,74.8,65.7,44.8,31,47.9,67.8,81.4,70.9,53.6,36,5215,4864,2118,3293,1563,6019
2013-14,2013,5,Region 3,47.6,67.8,73.1,63.6,48.9,35,45.8,66,69.3,60.5,44.6,33.2,49.4,69.6,76.9,66.7,53.2,36.8,12325,13084,5161,8081,3587,11885
2013-14,2013,5,Region 4,42.8,65.3,64.9,56.1,43.3,29.7,41.4,63.9,62,54,40.5,28.1,44.2,66.7,67.8,58.2,46.1,31.3,18117,21323,4750,8467,3948,17759
2013-14,2013,5,Region 5,44,62,68.3,55.7,43.6,31.6,42.6,60.6,65.6,53.7,40.7,30.2,45.4,63.4,71,57.7,46.5,33,16517,15968,4340,7792,3402,17360
2013-14,2013,5,Region 6,45.3,64.5,72,64.6,47.8,30.8,42.6,62.1,67.9,61.6,44,28.6,48,66.9,76.1,67.6,51.6,33,10404,11884,5475,9737,4249,11375
2013-14,2013,5,Region 7,49.5,70.2,68.8,58.6,41,35.2,47.3,68.6,64.9,55.7,37.1,33.2,51.7,71.8,72.7,61.5,44.9,37.2,12638,14283,1977,3516,1681,12658
2013-14,2013,5,Region 8,48.2,67.8,70.5,58.1,44.8,36.6,46.8,66.4,66.4,55.4,40.8,35.2,49.6,69.2,74.6,60.8,48.8,38,14645,14550,3327,5669,2776,18002
2013-14,2013,5,Region 9,42.1,63.4,70.8,64,48.8,28.5,39.4,60.9,66,58.9,42.6,26.1,44.8,65.9,75.6,69.1,55,30.9,5493,6592,2999,4780,2193,6579
2013-14,2013,5,United States,45.3,65,70.4,61,46.4,32.3,44.7,64.4,69.1,59.9,44.9,31.7,45.9,65.6,71.7,62.1,47.9,32.9,113751,121113,36196,62590,28074,119708
2013-14,2013,7,Region 1,,,1.7,0.9,,,,,1.1,0.5,,,,,2.3,1.3,,,,,3651,7057,,
2013-14,2013,7,Region 10,,,,0.6,,,,,,0.3,,,,,,0.9,,,,,,4198,,
2013-14,2013,7,Region 2,0.1,,1.8,1.3,1.2,,0.1,,1,0.7,0.5,,0.1,,2.6,1.9,1.9,,5215,,2118,3293,1563,
2013-14,2013,7,Region 3,0.1,,1.3,0.7,,,0.1,,0.8,0.4,,,0.1,,1.8,1,,,12325,,5161,8081,,
2013-14,2013,7,Region 4,0.1,,3,1.6,1.5,,0.1,,2.2,1.1,0.8,,0.1,,3.8,2.1,2.2,,18117,,4750,8467,3948,
2013-14,2013,7,Region 5,0.1,0.1,2.1,1.1,0.7,,0.1,0.1,1.4,0.7,0.3,,0.1,0.1,2.8,1.5,1.1,,16517,15968,4340,7792,3402,
2013-14,2013,7,Region 6,,,2.1,2.2,,,,,1.2,1.3,,,,,3,3.1,,,,,5475,9737,,
2013-14,2013,7,Region 7,,0.1,1.8,0.8,,0.1,,0.1,1,0.4,,0.1,,0.1,2.6,1.2,,0.1,,14283,1977,3516,,12658
2013-14,2013,7,Region 8,,,0.9,0.7,,0.1,,,0.4,0.3,,0.1,,,1.4,1.1,,0.1,,,3327,5669,,18002
2013-14,2013,7,Region 9,0.1,0.2,1.9,1.8,,,0.1,0.2,0.8,0.9,,,0.1,0.2,3,2.7,,,5493,6592,2999,4780,,
2013-14,2013,7,United States,0.1,0.2,2.1,1.4,1.2,0.2,0.1,0.2,1.8,1.2,0.8,0.2,0.1,0.2,2.4,1.6,1.6,0.2,113751,121113,36196,62590,28074,119708
2013-14,2013,8,Region 1,0.9,1.1,6.2,3.9,3.1,0.8,0.5,0.7,4.6,3,2.1,0.4,1.3,1.5,7.8,4.8,4.1,1.2,11924,12030,3651,7057,2814,10863
2013-14,2013,8,Region 10,1,1.4,5.5,3.7,1.8,0.9,0.6,1,3.6,2.8,1,0.7,1.4,1.8,7.4,4.6,2.6,1.1,6473,6535,2398,4198,1861,7208
2013-14,2013,8,Region 2,0.6,2,7.7,5.3,3.5,1.1,0.4,1.4,6,4.3,2.4,0.7,0.8,2.6,9.4,6.3,4.6,1.5,5215,4864,2118,3293,1563,6019
2013-14,2013,8,Region 3,0.9,1.7,6.4,4.9,3.8,1,0.5,1.3,5,3.9,2.3,0.6,1.3,2.1,7.8,5.9,5.3,1.4,12325,13084,5161,8081,3587,11885
2013-14,2013,8,Region 4,1.1,1.6,9,6.6,4.3,1.2,0.7,1.4,7.6,5.6,3.2,1,1.5,1.8,10.4,7.6,5.4,1.4,18117,21323,4750,8467,3948,17759
2013-14,2013,8,Region 5,0.8,1.2,6.8,5,3.7,0.9,0.6,1,5.6,4.3,2.8,0.7,1,1.4,8,5.7,4.6,1.1,16517,15968,4340,7792,3402,17360
2013-14,2013,8,Region 6,1.2,1.4,7.5,8.1,4.5,1.3,0.6,1,6.1,6.6,3.3,0.7,1.8,1.8,8.9,9.6,5.7,1.9,10404,11884,5475,9737,4249,11375
2013-14,2013,8,Region 7,0.6,1.2,6.7,5,3.3,0.8,0.4,0.8,4.9,3.9,2,0.6,0.8,1.6,8.5,6.1,4.6,1,12638,14283,1977,3516,1681,12658
2013-14,2013,8,Region 8,0.7,1.3,6.2,3.2,2.8,1.1,0.5,0.9,4.6,2.5,1.5,0.9,0.9,1.7,7.8,3.9,4.1,1.3,14645,14550,3327,5669,2776,18002
2013-14,2013,8,Region 9,1.1,2.6,8.7,8.1,9,1.4,0.7,1.4,6.2,6.2,4.6,0.8,1.5,3.8,11.2,10,13.4,2,5493,6592,2999,4780,2193,6579
2013-14,2013,8,United States,0.9,1.6,7.6,6.1,4.7,1.1,0.7,1.4,7,5.7,3.8,0.9,1.1,1.8,8.2,6.5,5.6,1.3,113751,121113,36196,62590,28074,119708
2013-14,2013,9,Region 1,7.9,12.9,24.8,17.1,11.8,5.6,6.9,11.7,21.9,15.3,9.9,4.8,8.9,14.1,27.7,18.9,13.7,6.4,11924,12030,3651,7057,2814,10863
2013-14,2013,9,Region 10,8,12.6,13,11.6,7.1,4.6,7,11.4,10.6,10,5,4,9,13.8,15.4,13.2,9.2,5.2,6473,6535,2398,4198,1861,7208
2013-14,2013,9,Region 2,7.8,15.4,23.1,20.1,12.6,5.7,6.6,13.8,20.5,18.2,10.4,4.7,9,17,25.7,22,14.8,6.7,5215,4864,2118,3293,1563,6019
2013-14,2013,9,Region 3,8.2,14.6,21.5,16.1,11,6,7.4,13.4,18.6,14.3,8.6,5.2,9,15.8,24.4,17.9,13.4,6.8,12325,13084,5161,8081,3587,11885
2013-14,2013,9,Region 4,7.7,13.1,19.6,16,11.4,5,7.1,12.3,17.6,14.6,9.8,4.6,8.3,13.9,21.6,17.4,13,5.4,18117,21323,4750,8467,3948,17759
2013-14,2013,9,Region 5,7,12.9,18.4,14.2,9.8,5,6.4,12.1,16.6,13,8.2,4.4,7.6,13.7,20.2,15.4,11.4,5.6,16517,15968,4340,7792,3402,17360
2013-14,2013,9,Region 6,7.6,13.2,20,17,13.6,4.6,6.4,11.8,16.8,15,10.5,3.6,8.8,14.6,23.2,19,16.7,5.6,10404,11884,5475,9737,4249,11375
2013-14,2013,9,Region 7,7.1,12.1,20.3,13,8.4,4.6,6.3,11.1,17.3,11.3,6.4,4,7.9,13.1,23.3,14.7,10.4,5.2,12638,14283,1977,3516,1681,12658
2013-14,2013,9,Region 8,7.3,12.2,17.1,12.4,9.2,5.3,6.7,11.4,14.7,10.8,7.3,4.7,7.9,13,19.5,14,11.1,5.9,14645,14550,3327,5669,2776,18002
2013-14,2013,9,Region 9,8.9,18.3,20.9,15.9,16.4,5.8,7.3,16.1,17.1,13.4,11.6,4.6,10.5,20.5,24.7,18.4,21.2,7,5493,6592,2999,4780,2193,6579
2013-14,2013,9,United States,7.7,13.8,20,15.8,12,5.2,7.3,13.4,19,15.2,10.9,5,8.1,14.2,21,16.4,13.1,5.4,113751,121113,36196,62590,28074,119708
2013-14,2013,10,Region 1,30.7,43.4,54.1,43.1,33.5,21.2,29.1,41.6,50.7,40.8,30.3,19.6,32.3,45.2,57.5,45.4,36.7,22.8,11924,12030,3651,7057,2814,10863
2013-14,2013,10,Region 10,27.5,40.9,31.6,30.7,21.8,16.6,25.9,39.1,28,27.9,18.2,15.2,29.1,42.7,35.2,33.5,25.4,18,6473,6535,2398,4198,1861,7208
2013-14,2013,10,Region 2,26.3,42.6,47.5,43.3,30.4,18,24.3,40.4,44.3,40.9,27.2,16.2,28.3,44.8,50.7,45.7,33.6,19.8,5215,4864,2118,3293,1563,6019
2013-14,2013,10,Region 3,29.3,45.2,48.6,39.1,29.4,18.9,27.9,43.6,44.9,36.5,26,17.7,30.7,46.8,52.3,41.7,32.8,20.1,12325,13084,5161,8081,3587,11885
2013-14,2013,10,Region 4,25.4,41.4,38.7,34.7,26.4,15.5,24.4,40.2,36.2,33,24.2,14.7,26.4,42.6,41.2,36.4,28.6,16.3,18117,21323,4750,8467,3948,17759
2013-14,2013,10,Region 5,28,41.2,41.1,35,25.9,16.9,26.8,40,38.7,33.4,23.5,15.9,29.2,42.4,43.5,36.6,28.3,17.9,16517,15968,4340,7792,3402,17360
2013-14,2013,10,Region 6,27.2,40.7,40.8,38.1,28.1,14.9,25,38.5,37,35.5,24.7,13.5,29.4,42.9,44.6,40.7,31.5,16.3,10404,11884,5475,9737,4249,11375
2013-14,2013,10,Region 7,31,45.4,45.2,37.9,22,19.3,29.2,43.8,41.7,35.5,19.2,18.1,32.8,47,48.7,40.3,24.8,20.5,12638,14283,1977,3516,1681,12658
2013-14,2013,10,Region 8,31.1,46.6,41.5,38.7,28.7,20.2,29.9,45.2,38.3,36.3,25.3,19.2,32.3,48,44.7,41.1,32.1,21.2,14645,14550,3327,5669,2776,18002
2013-14,2013,10,Region 9,27.1,44.3,42.5,34.7,26.8,15.9,24.4,41.6,37.1,31.4,21.8,13.9,29.8,47,47.9,38,31.8,17.9,5493,6592,2999,4780,2193,6579
2013-14,2013,10,United States,27.7,42.5,42.4,36.9,27.2,17,27.1,41.9,41.1,36.1,26,16.6,28.3,43.1,43.7,37.7,28.4,17.4,113751,121113,36196,62590,28074,119708
2013-14,2013,11,Region 1,42.3,57.8,68.8,60.1,46.7,30.3,40.5,56,65.5,57.6,42.9,28.3,44.1,59.6,72.1,62.6,50.5,32.3,11924,12030,3651,7057,2814,10863
2013-14,2013,11,Region 10,37.1,52.2,46.5,42.8,32.6,23.9,35.3,50.4,42.2,39.6,28.6,22.3,38.9,54,50.8,46,36.6,25.5,6473,6535,2398,4198,1861,7208
2013-14,2013,11,Region 2,36.6,55.5,60.1,56.2,38.3,25.4,34.4,53.1,56.8,53.7,34.7,23.2,38.8,57.9,63.4,58.7,41.9,27.6,5215,4864,2118,3293,1563,6019
2013-14,2013,11,Region 3,40.6,58.8,60.9,51.9,39.1,26.5,39,57.2,57.1,49.1,35.3,25.1,42.2,60.4,64.7,54.7,42.9,27.9,12325,13084,5161,8081,3587,11885
2013-14,2013,11,Region 4,34.2,54.3,50.5,45.9,35.1,21.4,33,53.1,47.8,44,32.5,20.4,35.4,55.5,53.2,47.8,37.7,22.4,18117,21323,4750,8467,3948,17759
2013-14,2013,11,Region 5,37.5,53.6,55.5,47,35.9,23.6,36.3,52.4,52.9,45.2,33.2,22.6,38.7,54.8,58.1,48.8,38.6,24.6,16517,15968,4340,7792,3402,17360
2013-14,2013,11,Region 6,36.5,53.9,55.7,51.9,40,20.7,34.1,51.5,51.7,49,36.3,19.1,38.9,56.3,59.7,54.8,43.7,22.3,10404,11884,5475,9737,4249,11375
2013-14,2013,11,Region 7,41.9,60.5,59.7,50.9,33.5,27,39.9,58.9,56,48.3,30,25.4,43.9,62.1,63.4,53.5,37,28.6,12638,14283,1977,3516,1681,12658
2013-14,2013,11,Region 8,41.3,59.8,56.3,50,38.6,28.7,39.9,58.4,52.9,47.4,34.7,27.5,42.7,61.2,59.7,52.6,42.5,29.9,14645,14550,3327,5669,2776,18002
2013-14,2013,11,Region 9,33,53.5,56.7,46.6,38.8,20.9,30.3,50.8,51.6,43,33.2,18.9,35.7,56.2,61.8,50.2,44.4,22.9,5493,6592,2999,4780,2193,6579
2013-14,2013,11,United States,37.3,55.4,56,49.4,37.6,23.8,36.7,54.8,54.7,48.5,36.2,23.2,37.9,56,57.3,50.3,39,24.4,113751,121113,36196,62590,28074,119708
2013-14,2013,12,Region 1,45.5,61.5,76.2,65.6,52.4,34.1,43.7,59.7,73.1,63.1,48.6,32.1,47.3,63.3,79.3,68.1,56.2,36.1,11924,12030,3651,7057,2814,10863
2013-14,2013,12,Region 10,40.5,56.1,52.3,48.3,36.6,27.1,38.5,54.3,47.8,44.9,32.5,25.3,42.5,57.9,56.8,51.7,40.7,28.9,6473,6535,2398,4198,1861,7208
2013-14,2013,12,Region 2,39.9,58.9,66.5,61.5,43.3,28.7,37.5,56.5,63.2,59,39.5,26.5,42.3,61.3,69.8,64,47.1,30.9,5215,4864,2118,3293,1563,6019
2013-14,2013,12,Region 3,43.2,61.7,67.5,58,43.7,29.4,41.4,60.1,63.7,55.1,39.8,27.8,45,63.3,71.3,60.9,47.6,31,12325,13084,5161,8081,3587,11885
2013-14,2013,12,Region 4,37.2,58.5,55.8,49.4,38.5,23.8,36,57.3,53.1,47.5,35.9,22.8,38.4,59.7,58.5,51.3,41.1,24.8,18117,21323,4750,8467,3948,17759
2013-14,2013,12,Region 5,40.1,57.3,61.8,50.6,39.7,26.7,38.7,56.1,59.1,48.8,36.9,25.5,41.5,58.5,64.5,52.4,42.5,27.9,16517,15968,4340,7792,3402,17360
2013-14,2013,12,Region 6,40.5,57.8,61.7,57.5,42.7,24.3,38,55.4,57.8,54.5,39,22.5,43,60.2,65.6,60.5,46.4,26.1,10404,11884,5475,9737,4249,11375
2013-14,2013,12,Region 7,44.9,64.5,64.5,54.2,37.1,30.2,42.9,62.9,60.7,51.5,33.4,28.6,46.9,66.1,68.3,56.9,40.8,31.8,12638,14283,1977,3516,1681,12658
2013-14,2013,12,Region 8,44.1,62.9,61.1,53.6,41.7,31.8,42.7,61.5,57.6,51,37.8,30.6,45.5,64.3,64.6,56.2,45.6,33,14645,14550,3327,5669,2776,18002
2013-14,2013,12,Region 9,35.5,56.2,62,51.9,44.1,23.5,32.8,53.7,57,48.2,38.3,21.3,38.2,58.7,67,55.6,49.9,25.7,5493,6592,2999,4780,2193,6579
2013-14,2013,12,United States,40.4,59.1,61.9,54,41.7,26.8,39.8,58.5,60.6,53.1,40.3,26.2,41,59.7,63.2,54.9,43.1,27.4,113751,121113,36196,62590,28074,119708
2014-15,2014,1,Region 1,49.1,64.3,75.6,70.1,59.2,37.7,46.9,62.3,72.4,67.5,55.7,35.3,51.3,66.3,78.8,72.7,62.7,40.1,12412,12788,3611,6250,3107,11374
2014-15,2014,1,Region 10,43.5,60.9,64.7,54,39.9,32.9,41.7,59.3,60.7,50.9,35.6,31.3,45.3,62.5,68.7,57.1,44.2,34.5,6646,7447,2404,3870,1983,7030
2014-15,2014,1,Region 2,45,61.8,72.5,67,48.4,30.5,42.8,59.8,69.2,64.3,44.3,28.5,47.2,63.8,75.8,69.7,52.5,32.5,5459,5352,2164,3168,1550,6016
2014-15,2014,1,Region 3,47.4,64.7,68.7,63.4,48.4,35.7,45.6,62.9,65,60.5,43.3,33.9,49.2,66.5,72.4,66.3,53.5,37.5,10796,11574,5533,8257,4023,10709
2014-15,2014,1,Region 4,41.3,62.6,58.5,53.2,40.2,28.7,39.7,61.4,55.9,51.3,37.6,27.3,42.9,63.8,61.1,55.1,42.8,30.1,14082,17338,5286,8539,4336,13449
2014-15,2014,1,Region 5,43.5,59.8,63.2,54.1,41.8,30.7,42.1,58.4,60.6,52.1,39.2,29.3,44.9,61.2,65.8,56.1,44.4,32.1,13691,14623,4319,7019,3559,13805
2014-15,2014,1,Region 6,46.9,65.6,67.1,62,51.2,32.2,44.2,63.4,64.3,59.3,46.9,30,49.6,67.8,69.9,64.7,55.5,34.4,8528,10623,5860,9191,5456,9148
2014-15,2014,1,Region 7,49.9,68.8,65.9,56.4,42.3,35.5,48.1,67.4,62.2,53.6,38.6,33.9,51.7,70.2,69.6,59.2,46,37.1,13003,14837,2156,3352,1941,13862
2014-15,2014,1,Region 8,45.6,64.3,66.5,54.8,45.1,36.1,43.2,61.9,62.7,51.8,41.1,33.7,48,66.7,70.3,57.8,49.1,38.5,10889,12111,3366,4912,3021,11845
2014-15,2014,1,Region 9,40.6,59.7,65.1,56.9,42.4,26.5,37.3,56.8,60.5,53,37.4,24,43.9,62.6,69.7,60.8,47.4,29,6999,8398,2927,4517,2466,8381
2014-15,2014,1,United States,44.2,62.5,65.2,58.2,45,31.1,43.4,61.9,64,57.2,43.6,30.5,45,63.1,66.4,59.2,46.4,31.7,102505,115091,37626,59075,31442,105619
2014-15,2014,2,Region 1,49.8,66.4,79.5,71.5,60.6,39.2,47.6,64.4,76.3,68.9,57,36.8,52,68.4,82.7,74.1,64.2,41.6,12412,12788,3611,6250,3107,11374
2014-15,2014,2,Region 10,44.8,62.2,66.9,57.2,41.1,34.5,43,60.6,62.8,53.8,36.7,32.7,46.6,63.8,71,60.6,45.5,36.3,6646,7447,2404,3870,1983,7030
2014-15,2014,2,Region 2,45.9,63.2,75,68.2,49.8,31.7,43.7,61.2,71.7,65.5,45.7,29.7,48.1,65.2,78.3,70.9,53.9,33.7,5459,5352,2164,3168,1550,6016
2014-15,2014,2,Region 3,48.5,66.4,70.6,65.5,48.9,37.1,46.5,64.6,66.9,62.5,43.8,35.1,50.5,68.2,74.3,68.5,54,39.1,10796,11574,5533,8257,4023,10709
2014-15,2014,2,Region 4,42.8,64.7,60.9,54.7,41.3,30.6,41.2,63.5,58.2,52.7,38.7,29.2,44.4,65.9,63.6,56.7,43.9,32,14082,17338,5286,8539,4336,13449
2014-15,2014,2,Region 5,44.4,61.4,65.5,55.5,42.6,31.7,42.8,60,62.8,53.5,40,30.3,46,62.8,68.2,57.5,45.2,33.1,13691,14623,4319,7019,3559,13805
2014-15,2014,2,Region 6,48.8,67.9,69.6,63.4,52,33.4,46.1,65.7,66.8,60.6,47.8,31.2,51.5,70.1,72.4,66.2,56.2,35.6,8528,10623,5860,9191,5456,9148
2014-15,2014,2,Region 7,51.3,70.6,67.1,57.4,42.7,36.8,49.3,69.2,63.4,54.5,39,35,53.3,72,70.8,60.3,46.4,38.6,13003,14837,2156,3352,1941,13862
2014-15,2014,2,Region 8,46.4,66.6,68.7,57,46,37.4,44,64.2,64.7,53.7,42,35,48.8,69,72.7,60.3,50,39.8,10889,12111,3366,4912,3021,11845
